M	A	Rank	Composite
MPP4	3.41603558177899e-05	0.00365391783420367	23197.8962264151	MPP4: 23197.8962264151
ALS2	0.0016952221484328	0.148971615084295	9590.32075471698	ALS2: 9590.32075471698
CDK15	1.50117432540407e-06	0.00119256856574445	26031.5660377359	CDK15: 26031.5660377359
AC069148.1	1.03119806132172e-05	0.000585274542092121	26426.6320754717	AC069148.1: 26426.6320754717
FZD7	0.000251030795312527	0.0132230504378371	17609.2452830189	FZD7: 17609.2452830189
KIAA2012	3.39973408178084e-05	0.00469102685947758	23831.8962264151	KIAA2012: 23831.8962264151
KIAA2012-AS1	7.5915655899699e-06	0.00122696005442678	25308.2264150943	KIAA2012-AS1: 25308.2264150943
AC079354.3	2.21442502660396e-06	0.000777544270791381	26151.9528301887	AC079354.3: 26151.9528301887
AC079354.2	3.82551136037744e-05	0.00390310606859405	23353.4056603774	AC079354.2: 23353.4056603774
SUMO1	0.0289673903210035	2.02942459124667	748.377358490566	SUMO1: 748.377358490566
NOP58	0.00885189559550476	0.637992360112784	3061.84905660377	NOP58: 3061.84905660377
AC064836.4	0.000612779917185577	0.052567327187789	12999.2264150943	AC064836.4: 12999.2264150943
AC064836.2	2.62622316542879e-05	0.00348143767587495	24214.6320754717	AC064836.2: 24214.6320754717
AC064836.3	0.00175398685793543	0.110455686123363	10141.9056603774	AC064836.3: 10141.9056603774
BMPR2	0.00516259135359275	0.563966650799029	4831.92452830189	BMPR2: 4831.92452830189
FAM117B	0.00123592565674044	0.0913679435640878	11068.4528301887	FAM117B: 11068.4528301887
ICA1L	0.00407150894095189	0.390529318161034	6006.94339622641	ICA1L: 6006.94339622641
WDR12	0.00337199346787213	0.252950346173861	7066.05660377359	WDR12: 7066.05660377359
CARF	0.00202646895390508	0.23641731354176	9155.06603773585	CARF: 9155.06603773585
NBEAL1	0.019300261068618	1.29042343967707	1691.11320754717	NBEAL1: 1691.11320754717
CYP20A1	0.00426191449196142	0.415962128989705	5824.58490566038	CYP20A1: 5824.58490566038
ABI2	0.0098013494142608	0.951370676239336	2625.71698113208	ABI2: 2625.71698113208
AC080075.1	0	0.000123426664506039	27241.6698113208	AC080075.1: 27241.6698113208
RAPH1	0.00321829940300896	0.287633403329392	6949.33962264151	RAPH1: 6949.33962264151
CD28	8.47167987109589e-08	0.000266929359316482	26900.2830188679	CD28: 26900.2830188679
CTLA4	0	4.80765300729494e-05	27241.6698113208	CTLA4: 27241.6698113208
ICOS	8.19198111394836e-07	0.000239643949779063	25996.1509433962	ICOS: 25996.1509433962
AC009965.1	0	6.85649019116549e-06	27241.6698113208	AC009965.1: 27241.6698113208
AC009498.1	1.80062102829269e-06	0.00027511142647069	26882.6981132075	AC009498.1: 26882.6981132075
AC016903.1	0	0	27241.6698113208	AC016903.1: 27241.6698113208
AC016903.2	4.03550663502815e-07	0.000169437007377066	27071.5566037736	AC016903.2: 27071.5566037736
PARD3B	0.00104904943114012	0.103750677138957	11816.4905660377	PARD3B: 11816.4905660377
AC007736.1	0	0	27241.6698113208	AC007736.1: 27241.6698113208
NRP2	0.00326415556668684	0.262883928899775	6977.71698113208	NRP2: 6977.71698113208
AC007362.1	0	3.6350505834851e-05	27241.6698113208	AC007362.1: 27241.6698113208
AC007679.1	0	6.32784949395187e-05	27241.6698113208	AC007679.1: 27241.6698113208
INO80D	0.0035428118426495	0.34235296397371	6379.15094339623	INO80D: 6379.15094339623
AC007383.2	0.000237566001141944	0.0163272308145557	17595.8018867925	AC007383.2: 17595.8018867925
NDUFS1	0.00949771580356531	0.846815980188585	2664.45283018868	NDUFS1: 2664.45283018868
AC007383.3	9.2798446678022e-05	0.00669674427297166	21317.9056603774	AC007383.3: 21317.9056603774
EEF1B2	0.0540162826644784	4.41003425757485	222.943396226415	EEF1B2: 222.943396226415
GPR1	2.87303333887116e-06	0.000795413473605966	26339.8301886792	GPR1: 26339.8301886792
GPR1-AS	0	0.000268668738304026	27241.6698113208	GPR1-AS: 27241.6698113208
ZDBF2	0.00259903613365808	0.283528242766582	7777.28301886792	ZDBF2: 7777.28301886792
ADAM23	0.000159408052355273	0.00942884535109426	19146.7924528302	ADAM23: 19146.7924528302
AC010731.2	0	7.39918608953015e-06	27241.6698113208	AC010731.2: 27241.6698113208
AC010731.3	0	8.2926819155266e-06	27241.6698113208	AC010731.3: 27241.6698113208
FAM237A	6.9688185090419e-05	0.00527994762475842	22566.8679245283	FAM237A: 22566.8679245283
DYTN	0	5.53734058929646e-05	27241.6698113208	DYTN: 27241.6698113208
MDH1B	0.000572224304465469	0.0355352329562894	13512.9056603774	MDH1B: 13512.9056603774
FASTKD2	0.00531124047046215	0.453906310527395	4870	FASTKD2: 4870
AC008269.1	0.000385971420194802	0.0528437815652499	15233.358490566	AC008269.1: 15233.358490566
AC008269.2	0	8.20594142901275e-05	27241.6698113208	AC008269.2: 27241.6698113208
CPO	3.10933883671904e-05	0.00339161319933449	23215.4811320755	CPO: 23215.4811320755
KLF7	0.00393687098175771	0.367757957264672	6124.03773584906	KLF7: 6124.03773584906
KLF7-IT1	9.10319466198286e-05	0.0123355360059073	20605.7075471698	KLF7-IT1: 20605.7075471698
MYOSLID	0.000123639758682244	0.013261380963147	20335.5283018868	MYOSLID: 20335.5283018868
AC007879.1	0	1.50013580307731e-05	27241.6698113208	AC007879.1: 27241.6698113208
AC007879.3	1.75554871035551e-05	0.00212004874333598	25078.1132075472	AC007879.3: 25078.1132075472
AC007879.5	0	0.000135397266941436	27241.6698113208	AC007879.5: 27241.6698113208
AC007879.2	1.46875230750565e-05	0.00163229885937346	25483.9150943396	AC007879.2: 25483.9150943396
AC007879.4	0	2.44982902032183e-05	27241.6698113208	AC007879.4: 27241.6698113208
AC009226.1	1.3756834451872e-06	0.000615272305766119	26515.6698113208	AC009226.1: 26515.6698113208
LINC01802	1.48073734594722e-08	9.1187882196981e-05	27059.7830188679	LINC01802: 27059.7830188679
CREB1	0.00584220726818266	0.519267867838378	4569.92452830189	CREB1: 4569.92452830189
METTL21A	0.00513286733144959	0.349800843349991	5951.39622641509	METTL21A: 5951.39622641509
LINC01857	6.79213180121869e-06	0.00193167641504459	23781.6603773585	LINC01857: 23781.6603773585
CCNYL1	0.00137656283918747	0.11164370825891	10742.5849056604	CCNYL1: 10742.5849056604
AC096772.1	0.000132278376102266	0.00841679993002513	21350.6226415094	AC096772.1: 21350.6226415094
FZD5	0.00218298632905973	0.191988229826498	9078.81132075472	FZD5: 9078.81132075472
PLEKHM3	0.00131756596999347	0.132234580036663	11055.6320754717	PLEKHM3: 11055.6320754717
AC083900.1	3.10162652741907e-05	0.00359741509542575	24973.8396226415	AC083900.1: 24973.8396226415
CRYGD	0.000179744356030473	0.00988714555610149	19351.8773584906	CRYGD: 19351.8773584906
CRYGC	0	0.000159148783979987	27241.6698113208	CRYGC: 27241.6698113208
CRYGB	0	6.55182136546668e-05	27241.6698113208	CRYGB: 27241.6698113208
CRYGA	0	7.20246646277416e-06	27241.6698113208	CRYGA: 27241.6698113208
C2orf80	4.17038827813194e-06	0.00026701742189199	26166.5283018868	C2orf80: 26166.5283018868
IDH1	0.00735500291399519	0.510111919138057	4156.75471698113	IDH1: 4156.75471698113
IDH1-AS1	0.00113849976129998	0.0720464867245479	11829.4245283019	IDH1-AS1: 11829.4245283019
PIKFYVE	0.0021334436747507	0.202470471565375	8777.52830188679	PIKFYVE: 8777.52830188679
PTH2R	0.000120862752301786	0.0175668011289339	19144.8679245283	PTH2R: 19144.8679245283
AC019185.2	0	0.00020437221341865	27241.6698113208	AC019185.2: 27241.6698113208
AC109824.1	0	4.14623827068389e-05	27241.6698113208	AC109824.1: 27241.6698113208
AC016743.1	1.29310335274563e-06	0.000521755427947381	27067.7169811321	AC016743.1: 27067.7169811321
MAP2	0.010411044956329	0.873991161232687	2599.79245283019	MAP2: 2599.79245283019
UNC80	0.00404796473920579	0.409495744161072	6033.33962264151	UNC80: 6033.33962264151
RPE	0.00511828674566766	0.362335666842895	5533.24528301887	RPE: 5533.24528301887
KANSL1L	0.00160850973607921	0.174581215838891	10015.2264150943	KANSL1L: 10015.2264150943
AC007038.2	0.000432526583785077	0.0302232448447941	14072.179245283	AC007038.2: 14072.179245283
AC007038.1	0.000213541979959179	0.0184238997824338	17992.4528301887	AC007038.1: 17992.4528301887
AC006994.2	0.000165455114107395	0.0239216308337907	18310.0754716981	AC006994.2: 18310.0754716981
ACADL	0.000148217478164528	0.0186217674926059	18633.4622641509	ACADL: 18633.4622641509
MYL1	8.10392371263595e-06	0.00121456358687711	25359.4339622641	MYL1: 25359.4339622641
LANCL1-AS1	3.3724023341313e-06	0.000712352292680395	26508.1981132075	LANCL1-AS1: 26508.1981132075
LANCL1	0.00198340227362264	0.17466830341576	9071.64150943396	LANCL1: 9071.64150943396
CPS1	0.000117807096931745	0.0133976813055283	21449.0377358491	CPS1: 21449.0377358491
CPS1-IT1	0	0.000100840537067306	27241.6698113208	CPS1-IT1: 27241.6698113208
ERBB4	0.000325882666544377	0.0322583748392498	14991.0283018868	ERBB4: 14991.0283018868
AC093865.1	0	3.69059542677581e-05	27241.6698113208	AC093865.1: 27241.6698113208
LINC01878	0	6.90714728806389e-05	27241.6698113208	LINC01878: 27241.6698113208
AC108066.1	1.22946712485153e-07	0.000448785203834843	27055.7169811321	AC108066.1: 27055.7169811321
AC108066.2	5.23977209459042e-05	0.00705930021112326	21573.5849056604	AC108066.2: 21573.5849056604
IKZF2	0.00079918003565669	0.0760647739340255	12360.3113207547	IKZF2: 12360.3113207547
AC079610.1	0.000514441789278533	0.0373940440683961	14002.8867924528	AC079610.1: 14002.8867924528
LINC01953	0	0	27241.6698113208	LINC01953: 27241.6698113208
AC079610.2	8.33355815560719e-06	0.000523069100450799	26290.8301886792	AC079610.2: 26290.8301886792
SPAG16-DT	2.23018057198049e-05	0.0021216281001979	24267.1509433962	SPAG16-DT: 24267.1509433962
SPAG16	0.0124966228876286	0.930034545736867	2272.60377358491	SPAG16: 2272.60377358491
AC068051.1	1.69156908906991e-05	0.00230130662795204	25237.2830188679	AC068051.1: 25237.2830188679
VWC2L	0.000117776282611698	0.0141570205697946	19632.2735849057	VWC2L: 19632.2735849057
VWC2L-IT1	0	0.000137460147308716	27241.6698113208	VWC2L-IT1: 27241.6698113208
BARD1	0.00076370017645334	0.0556816603970701	13194.7075471698	BARD1: 13194.7075471698
SNHG31	8.37947967847248e-05	0.00642104615419943	22511.0660377359	SNHG31: 22511.0660377359
ABCA12	1.70479540993928e-06	0.000684682525352158	26663.4433962264	ABCA12: 26663.4433962264
AC072062.1	0	0.00019893937233811	27241.6698113208	AC072062.1: 27241.6698113208
AC092844.1	0	0.000154987977715971	27241.6698113208	AC092844.1: 27241.6698113208
AC073284.1	2.77650225238834e-07	1.28412242380986e-05	27062.641509434	AC073284.1: 27062.641509434
ATIC	0.00735307487035538	0.509827098752495	3919.75471698113	ATIC: 3919.75471698113
FN1	0.0141714722011343	0.27966199516294	2820.09433962264	FN1: 2820.09433962264
AC012462.3	0	2.44675701423986e-05	27241.6698113208	AC012462.3: 27241.6698113208
AC012462.1	0	2.0465761324121e-05	27241.6698113208	AC012462.1: 27241.6698113208
AC012462.2	0	8.33757159889611e-06	27241.6698113208	AC012462.2: 27241.6698113208
AC012668.2	0	0	27241.6698113208	AC012668.2: 27241.6698113208
AC012668.3	0	4.42962818534251e-05	27241.6698113208	AC012668.3: 27241.6698113208
AC012668.1	0	0	27241.6698113208	AC012668.1: 27241.6698113208
LINC00607	4.76539172780116e-06	0.00159103001068154	25616.4622641509	LINC00607: 25616.4622641509
LINC01614	1.95696442864835e-06	0.00146947048703072	26713.641509434	LINC01614: 26713.641509434
AC122136.1	0	0	27241.6698113208	AC122136.1: 27241.6698113208
AC093382.1	6.82253087567237e-06	0.00201289549346514	26231.8113207547	AC093382.1: 26231.8113207547
MREG	0.00109187206379721	0.0725186896612335	11520.8113207547	MREG: 11520.8113207547
PECR	0.00189231593294331	0.149479960770261	9436.28301886793	PECR: 9436.28301886793
TMEM169	0.000234329836542813	0.0211483923667526	15699.4622641509	TMEM169: 15699.4622641509
XRCC5	0.0221203642797635	2.01586641577887	970.641509433962	XRCC5: 970.641509433962
LINC01963	0.000522504632545736	0.0430236721222721	13921.1037735849	LINC01963: 13921.1037735849
MARCH4	0.00146500593945567	0.109900779273023	10337.320754717	MARCH4: 10337.320754717
AC012513.1	0	5.33223613940693e-05	27241.6698113208	AC012513.1: 27241.6698113208
AC069155.1	0	6.14135375657802e-05	27241.6698113208	AC069155.1: 27241.6698113208
AC098820.2	2.81816008473521e-06	0.000935566381157217	26701.2547169811	AC098820.2: 26701.2547169811
SMARCAL1	0.00223648499351095	0.171433258725962	8489.62264150943	SMARCAL1: 8489.62264150943
AC098820.1	0.000284004359382784	0.013826138988958	17763.9811320755	AC098820.1: 17763.9811320755
AC098820.3	0.000178899103287077	0.00908495508852981	18224.1037735849	AC098820.3: 18224.1037735849
RPL37A	0.0751806230174656	7.07024314002558	125.377358490566	RPL37A: 125.377358490566
LINC01280	1.69368618451924e-06	0.000252320885499156	26701.5660377359	LINC01280: 26701.5660377359
AC073321.1	1.42922549013339e-05	0.00238653261744898	25820.2641509434	AC073321.1: 25820.2641509434
IGFBP2	0.0322390223967936	1.3970054749869	849.377358490566	IGFBP2: 849.377358490566
IGFBP5	0.031130730297187	0.953533925871656	909.358490566038	IGFBP5: 909.358490566038
AC007563.2	0.000422811556454076	0.0167237520375042	15783.3679245283	AC007563.2: 15783.3679245283
AC007563.1	1.93746473473839e-05	0.00256326333274657	24906.1226415094	AC007563.1: 24906.1226415094
AC007563.4	8.61402475890061e-05	0.0157122992422988	20928.1886792453	AC007563.4: 20928.1886792453
AC007557.2	0	8.72840643036062e-06	27241.6698113208	AC007557.2: 27241.6698113208
TNP1	0	3.77027918568408e-05	27241.6698113208	TNP1: 27241.6698113208
LINC01921	6.68376804192858e-07	0.000551449110557615	27059.6981132075	LINC01921: 27059.6981132075
AC007557.4	0	0	27241.6698113208	AC007557.4: 27241.6698113208
AC007557.1	0	0.000154559456428603	27241.6698113208	AC007557.1: 27241.6698113208
AC007557.3	2.31039368134151e-07	0.000193423982884735	27061.7075471698	AC007557.3: 27061.7075471698
AC007749.1	9.97081451785307e-07	0.000534190445028159	26858.7830188679	AC007749.1: 26858.7830188679
AC007749.2	2.17769950180585e-05	0.00437726905620264	24359.4339622641	AC007749.2: 24359.4339622641
DIRC3-AS1	4.02158290118756e-05	0.00410546823057536	23400.4811320755	DIRC3-AS1: 23400.4811320755
DIRC3	0.000129306686721824	0.0150827203546191	21004.5	DIRC3: 21004.5
TNS1	0.00610158999524718	0.449005453574413	4614.2641509434	TNS1: 4614.2641509434
AC010136.1	0.000686918961073097	0.0383012389792005	16406.7641509434	AC010136.1: 16406.7641509434
RUFY4	1.30551674497276e-07	9.05547336289158e-05	26722.1509433962	RUFY4: 26722.1509433962
CXCR2	3.22414958179167e-06	0.000426119149470094	26245.3301886792	CXCR2: 26245.3301886792
CXCR1	0	5.18954611364414e-05	27241.6698113208	CXCR1: 27241.6698113208
ARPC2	0.0348175809489933	2.667771102141	479.075471698113	ARPC2: 479.075471698113
AC021016.2	9.16245405975695e-05	0.00852712722660619	21197.0283018868	AC021016.2: 21197.0283018868
GPBAR1	0.000307093856229588	0.0225795269810644	16386.8962264151	GPBAR1: 16386.8962264151
AAMP	0.0130792140782741	0.783049242472639	2224.30188679245	AAMP: 2224.30188679245
PNKD	0.0169215775527677	1.05134129421106	1469.8679245283	PNKD: 1469.8679245283
TMBIM1	0.0104958365419231	0.71338486122516	2998.45283018868	TMBIM1: 2998.45283018868
CATIP-AS2	0	4.12927174202184e-05	27241.6698113208	CATIP-AS2: 27241.6698113208
CATIP	0.000158641602880698	0.0112579016991686	18539.3113207547	CATIP: 18539.3113207547
CATIP-AS1	0.000271754822858829	0.0133754617575316	17418.5660377359	CATIP-AS1: 17418.5660377359
SLC11A1	0.00146002778277318	0.0805500463253095	10101.8490566038	SLC11A1: 10101.8490566038
CTDSP1	0.00442245428577079	0.359004667526611	5798.45283018868	CTDSP1: 5798.45283018868
AC021016.3	0.000456232675894402	0.028107477405317	14683.3962264151	AC021016.3: 14683.3962264151
VIL1	0.00407211570756151	0.257316239620728	6579.03773584906	VIL1: 6579.03773584906
USP37	0.00215386890967298	0.204306836055645	8692.54716981132	USP37: 8692.54716981132
CNOT9	0.00625952044271566	0.323371666056514	5021.03773584906	CNOT9: 5021.03773584906
PLCD4	0.000129525951032253	0.00918118437087401	20570.4150943396	PLCD4: 20570.4150943396
AC012510.1	0.000236326715389633	0.0167845702935329	16715.6132075472	AC012510.1: 16715.6132075472
ZNF142	0.000909726588283934	0.0727277896176455	11724.1698113208	ZNF142: 11724.1698113208
BCS1L	0.00405907135230862	0.25363781338823	6499.94339622641	BCS1L: 6499.94339622641
RNF25	0.00225229805543452	0.144987742989285	8935.49056603774	RNF25: 8935.49056603774
STK36	0.000911919541949723	0.0616296491073892	11724.4905660377	STK36: 11724.4905660377
TTLL4	0.000955122083579108	0.0814146292624758	11466.0377358491	TTLL4: 11466.0377358491
CYP27A1	0.00384754949234242	0.272301589889711	6666.52830188679	CYP27A1: 6666.52830188679
AC009974.2	8.7260112418578e-06	0.0011978892793727	25511.3396226415	AC009974.2: 25511.3396226415
AC009974.1	1.8135006214383e-05	0.00233880821690815	25437.0377358491	AC009974.1: 25437.0377358491
PRKAG3	0	9.30401459994514e-05	27241.6698113208	PRKAG3: 27241.6698113208
WNT6	3.66999210569166e-05	0.00735059572896231	22970.0188679245	WNT6: 22970.0188679245
WNT10A	0.000113810110394071	0.00824561393485368	20312.2075471698	WNT10A: 20312.2075471698
LINC01494	1.05448503159623e-06	0.000798274148426327	26866.7264150943	LINC01494: 26866.7264150943
AC097468.2	4.60869962251263e-06	0.000523769061350694	25952.6132075472	AC097468.2: 25952.6132075472
CDK5R2	0.00826535695094831	0.663587391793276	3197.37735849057	CDK5R2: 3197.37735849057
LINC00608	4.83550389022231e-06	0.00137666351886403	25956.8962264151	LINC00608: 25956.8962264151
FEV	0.00704930488085147	0.348675762992489	5141.20754716981	FEV: 5141.20754716981
CRYBA2	0.105219513383905	2.28302736534011	92	CRYBA2: 92
AC097468.1	0.000492593349457306	0.0388497424503788	14722.0660377358	AC097468.1: 14722.0660377358
CFAP65	0.00583268845870224	0.269348208010605	5418.90566037736	CFAP65: 5418.90566037736
IHH	1.865261819821e-06	0.000831130558043221	25793.2641509434	IHH: 25793.2641509434
AC097468.4	6.36164227135714e-07	7.71173302841624e-05	26883.5660377359	AC097468.4: 26883.5660377359
AC097468.3	0.000126266229683995	0.0115517144301485	19843.1981132075	AC097468.3: 19843.1981132075
NHEJ1	0.00113265092456914	0.077929589866035	11295.0377358491	NHEJ1: 11295.0377358491
SLC23A3	0.000115501192704932	0.00893214351907499	20262.1886792453	SLC23A3: 20262.1886792453
CNPPD1	0.00342951991923285	0.259949781917982	7238.8679245283	CNPPD1: 7238.8679245283
RETREG2	0.0130220142776613	1.09294629951869	2000.58490566038	RETREG2: 2000.58490566038
ZFAND2B	0.0104853876800539	0.722107840872425	2768.8679245283	ZFAND2B: 2768.8679245283
AC068946.3	0	0.000143698130671779	27241.6698113208	AC068946.3: 27241.6698113208
ABCB6	0.00315308849283987	0.262155253108535	6924.11320754717	ABCB6: 6924.11320754717
ATG9A	0.00305577107807719	0.260214501670222	7249.54716981132	ATG9A: 7249.54716981132
ANKZF1	0.00497505847806179	0.348841750788957	5279.03773584906	ANKZF1: 5279.03773584906
GLB1L	0.000815468690397059	0.0722393125253496	12148.1698113208	GLB1L: 12148.1698113208
STK16	0.00971298973542474	0.702924599224907	3070.01886792453	STK16: 3070.01886792453
TUBA4A	0.0361293678737676	1.96839053474172	480.792452830189	TUBA4A: 480.792452830189
TUBA4B	3.05258978680709e-06	0.000378997081623075	26801.3301886792	TUBA4B: 26801.3301886792
DNAJB2	0.0131478099316634	0.876304818155844	2107.43396226415	DNAJB2: 2107.43396226415
PTPRN	0.0619577961647415	4.12708767706153	217.754716981132	PTPRN: 217.754716981132
AC114803.1	3.17418059667524e-05	0.00381993754262432	24150.7830188679	AC114803.1: 24150.7830188679
