ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Celltype
GO:1903053	regulation of extracellular matrix organization	13/754	44/18866	9.87E-09	3.81E-07	2.84E-07	DDR2/PHLDB1/EMILIN1/TGFB1/AEBP1/LRP1/ANTXR1/HAS2/NOTCH1/FSCN1/PDPN/ADTRP/IL6	13	Stellate
GO:0048732	gland development	45/754	443/18866	9.88E-09	3.81E-07	2.84E-07	TCF21/TGFB3/TGFB1/SNAI2/TBX2/WNT5A/MSX1/TBX3/LEF1/CAV1/HOXA5/GLI2/FGF1/STRA6/PDGFRB/SERPINF1/PDGFRA/GLI1/PTN/LAMA1/ADA/HAND2/HOXB3/NOTCH1/HOXA3/DKK3/IGFBP5/SULF1/FOXF1/HGF/MSX2/BMP7/ANXA1/HMOX1/IL6/PRL/SMO/SFRP1/E2F7/CCL11/TNC/CCNB2/WT1/NOG/SIX1	45	Stellate
GO:0060070	canonical Wnt signaling pathway	38/754	339/18866	1.03E-08	3.93E-07	2.93E-07	TGFB1/SNAI2/DACT3/CTHRC1/WNT5A/DACT1/LEF1/IGFBP4/CAV1/PRICKLE1/PTK7/COL1A1/FZD10/IGFBP6/DAAM2/ADGRA2/GLI1/SFRP2/NOTCH1/DKK3/FZD2/DAB2/TCF7L1/GPC3/NKD1/TBX18/FZD7/WNT5B/NOTUM/SFRP1/APOE/SFRP4/WNT6/NOG/RSPO3/ASPM/DKK2/DLX5	38	Stellate
GO:0007492	endoderm development	17/754	79/18866	1.11E-08	4.21E-07	3.14E-07	COL6A1/COL5A1/COL5A2/COL12A1/COL7A1/MMP14/MMP2/FN1/COL8A1/COL4A2/NOTCH1/ITGA4/INHBA/HMGA2/MMP9/NOG/COL11A1	17	Stellate
GO:0003272	endocardial cushion formation	10/754	24/18866	1.16E-08	4.35E-07	3.25E-07	SNAI2/HEYL/MSX1/SNAI1/TMEM100/NOTCH1/HEY2/MSX2/BMP7/NOG	10	Stellate
GO:0072009	nephron epithelium development	20/754	110/18866	1.25E-08	4.67E-07	3.48E-07	TCF21/BASP1/HEYL/FOXC2/FGF1/HOXB7/NOTCH1/JAG1/FOXD1/GPC3/MYC/SMO/ADAMTS16/LIF/OSR1/WNT6/FGF2/WT1/NOG/SIX1	20	Stellate
GO:0033002	muscle cell proliferation	31/754	244/18866	1.30E-08	4.82E-07	3.59E-07	TGFB3/PTGIR/PRKG1/TBX2/ZFPM2/PDE1A/MMP2/NOTCH3/FOXC2/CCN4/RBPMS2/PDGFRB/GLI1/NOTCH1/HEY2/IGFBP5/APOD/PPARG/ELN/HMOX1/IL6/NPR3/MMP9/OGN/CNN1/FGF2/PTGS2/ANGPT1/NOG/ELANE/SIX1	31	Stellate
GO:0060325	face morphogenesis	11/754	31/18866	1.57E-08	5.80E-07	4.32E-07	TGFB3/CRISPLD2/MSX1/LEF1/MMP2/COL1A1/STRA6/PDGFRA/CRISPLD1/NOG/DLX5	11	Stellate
GO:0072074	kidney mesenchyme development	9/754	19/18866	1.60E-08	5.84E-07	4.36E-07	TCF21/BASP1/PDGFRB/FOXD1/BMP7/MYC/OSR1/WT1/SIX1	9	Stellate
GO:0061035	regulation of cartilage development	16/754	72/18866	1.84E-08	6.66E-07	4.97E-07	SNAI2/LOXL2/ADAMTS12/BMP1/WNT5A/CTSK/CCN4/GLI2/RUNX2/RARB/RFLNB/GDF6/NKX3-2/EFEMP1/SHOX2/NOG	16	Stellate
GO:0045992	negative regulation of embryonic development	10/754	25/18866	1.86E-08	6.69E-07	4.99E-07	TBX2/COL5A1/WNT5A/COL5A2/SNAI1/SFRP2/GPR161/SULF1/BMP7/FZD7	10	Stellate
GO:0006022	aminoglycan metabolic process	25/754	172/18866	2.28E-08	8.15E-07	6.08E-07	VCAN/FMOD/TGFB1/CHSY1/DCN/LUM/BGN/HS3ST3A1/HAS2/EGFLAM/PDGFRB/PRELP/CHST2/GPC3/HGF/CSPG4/CHSY3/BCAN/OGN/UST/FGF2/ANGPT1/HAS1/ITIH1/HPSE2	25	Stellate
GO:0002063	chondrocyte development	11/754	32/18866	2.31E-08	8.20E-07	6.12E-07	CHSY1/SERPINH1/ECM1/RUNX2/SFRP2/SULF1/RFLNB/MSX2/COMP/SHOX2/COL11A1	11	Stellate
GO:0003279	cardiac septum development	20/754	114/18866	2.35E-08	8.28E-07	6.17E-07	HEYL/TBX2/SLIT2/LTBP1/WNT5A/ZFPM2/TBX3/PTK7/STRA6/RARB/NOTCH1/HEY2/ADAMTS6/FZD2/JAG1/SLIT3/MSX2/BMP7/SMO/NOG	20	Stellate
GO:0072080	nephron tubule development	18/754	93/18866	2.41E-08	8.44E-07	6.30E-07	TCF21/HEYL/FGF1/HOXB7/NOTCH1/JAG1/FOXD1/GPC3/MYC/SMO/ADAMTS16/LIF/OSR1/WNT6/FGF2/WT1/NOG/SIX1	18	Stellate
GO:0006023	aminoglycan biosynthetic process	20/754	115/18866	2.74E-08	9.52E-07	7.10E-07	VCAN/FMOD/TGFB1/CHSY1/DCN/LUM/BGN/HS3ST3A1/HAS2/PDGFRB/PRELP/CHST2/GPC3/CSPG4/CHSY3/BCAN/OGN/UST/ANGPT1/HAS1	20	Stellate
GO:0002685	regulation of leukocyte migration	28/754	212/18866	2.82E-08	9.71E-07	7.24E-07	EMILIN1/SLIT2/ECM1/WNT5A/MMP14/NBL1/THBS4/THY1/PTN/ADA/APOD/ITGA4/CMKLR1/SERPINE1/GPSM3/IL34/MMP28/ADTRP/ANXA1/HMOX1/IL6/HOXA7/BDKRB1/IL33/SLAMF8/CXCL8/ELANE/CXCL14	28	Stellate
GO:0060993	kidney morphogenesis	18/754	94/18866	2.88E-08	9.85E-07	7.34E-07	TCF21/BASP1/FGF1/PDGFRB/HOXB7/FOXD1/GPC3/BMP7/MYC/SMO/ADAMTS16/LIF/OSR1/WNT6/FGF2/WT1/NOG/SIX1	18	Stellate
GO:0050768	negative regulation of neurogenesis	34/754	295/18866	3.09E-08	1.05E-06	7.83E-07	LRP1/ARHGEF2/SLIT2/FUOM/SPOCK1/WNT5A/LGALS1/NOTCH3/PMP22/LPAR1/THY1/LINGO1/DAAM2/COL3A1/PTN/NFATC4/DTX1/TMEM98/NOTCH1/EDNRB/TRPC6/VIM/JAG1/ISL2/NR2F1/BMP7/IL6/CCL11/APOE/PITX3/NOG/ASPM/HOXA2/SEMA5B	34	Stellate
GO:0072075	metanephric mesenchyme development	8/754	15/18866	3.15E-08	1.06E-06	7.91E-07	TCF21/BASP1/PDGFRB/BMP7/MYC/OSR1/WT1/SIX1	8	Stellate
GO:0060324	face development	13/754	48/18866	3.17E-08	1.06E-06	7.91E-07	TGFB3/CRISPLD2/WNT5A/MSX1/LEF1/MMP2/COL1A1/STRA6/PDGFRA/HOXB3/CRISPLD1/NOG/DLX5	13	Stellate
GO:0070167	regulation of biomineral tissue development	18/754	95/18866	3.42E-08	1.13E-06	8.43E-07	DDR2/TGFB3/TGFB1/ECM1/TMEM119/MGP/OSR2/TWIST1/PTN/NOTCH1/HEY2/ASPN/RFLNB/BMP7/COMP/OSR1/WNT6/FGF23	18	Stellate
GO:0110149	regulation of biomineralization	18/754	95/18866	3.42E-08	1.13E-06	8.43E-07	DDR2/TGFB3/TGFB1/ECM1/TMEM119/MGP/OSR2/TWIST1/PTN/NOTCH1/HEY2/ASPN/RFLNB/BMP7/COMP/OSR1/WNT6/FGF23	18	Stellate
GO:0110110	positive regulation of animal organ morphogenesis	17/754	85/18866	3.54E-08	1.16E-06	8.67E-07	BASP1/WNT5A/TWIST1/FGF1/PTN/HAND2/HOXB7/NOTCH1/JAG1/BMP7/MYC/SMO/LIF/WNT6/WT1/NOG/SIX1	17	Stellate
GO:0014812	muscle cell migration	19/754	106/18866	3.67E-08	1.20E-06	8.92E-07	LRP1/PRKG1/SLIT2/PLEKHO1/CCN4/THBS4/ITGB3/LPAR1/HAS2/PDGFRB/PLAT/POSTN/IGFBP5/SERPINE1/NOX4/ANXA1/SMO/PLAU/SIX1	19	Stellate
GO:0010171	body morphogenesis	13/754	49/18866	4.15E-08	1.35E-06	1.00E-06	PHLDB1/TGFB3/CRISPLD2/MSX1/LEF1/MMP2/COL1A1/STRA6/PDGFRA/GPC3/CRISPLD1/NOG/DLX5	13	Stellate
GO:0048566	embryonic digestive tract development	11/754	34/18866	4.76E-08	1.53E-06	1.14E-06	TCF21/FOXF2/GLI2/RBPMS2/STRA6/PDGFRA/ADA/RARB/FOXF1/SHOX2/CXCL8	11	Stellate
GO:0060411	cardiac septum morphogenesis	16/754	77/18866	5.06E-08	1.61E-06	1.20E-06	HEYL/TBX2/SLIT2/WNT5A/ZFPM2/TBX3/RARB/NOTCH1/HEY2/FZD2/JAG1/SLIT3/MSX2/BMP7/SMO/NOG	16	Stellate
GO:0042692	muscle cell differentiation	40/754	390/18866	5.08E-08	1.61E-06	1.20E-06	ZEB1/TGFB1/TBX2/TMEM119/MSX1/TBX3/MMP14/PLEKHO1/EHD2/RBPMS2/ADAM12/PDGFRB/SYPL2/SGCD/CSRP2/PDGFRA/TMEM204/POPDC2/NFATC4/RARB/NOTCH1/EDNRB/HEY2/IGFBP5/FOXF1/NOX4/LOX/ALPK2/COMP/PRDM6/FHL2/FLNC/AVPR1A/FZD7/SMO/LMOD1/SHOX2/WT1/CDH15/SIX1	40	Stellate
GO:0048546	digestive tract morphogenesis	13/754	50/18866	5.41E-08	1.71E-06	1.27E-06	TCF21/WNT5A/DACT1/GLI2/RBPMS2/STRA6/PDGFRA/GLI1/SFRP2/NOTCH1/FOXF1/SFRP1/SHOX2	13	Stellate
GO:0042476	odontogenesis	21/754	132/18866	6.20E-08	1.94E-06	1.45E-06	TGFB3/MSX1/LEF1/OSR2/TWIST1/GLI2/COL1A1/COL1A2/PDGFRA/RUNX2/HAND2/ASPN/SERPINE1/HTRA1/MSX2/BMP7/SMO/INHBA/TNC/OSR1/WNT6	21	Stellate
GO:0048736	appendage development	25/754	181/18866	6.39E-08	1.97E-06	1.47E-06	PRRX1/TBX2/WNT5A/MSX1/TBX3/LEF1/OSR2/TWIST1/GLI2/RUNX2/SFRP2/RARB/HAND2/NOTCH1/NR2F2/GPC3/MSX2/BMP7/COMP/EN1/OSR1/MEOX2/SHOX2/NOG/DLX5	25	Stellate
GO:0060173	limb development	25/754	181/18866	6.39E-08	1.97E-06	1.47E-06	PRRX1/TBX2/WNT5A/MSX1/TBX3/LEF1/OSR2/TWIST1/GLI2/RUNX2/SFRP2/RARB/HAND2/NOTCH1/NR2F2/GPC3/MSX2/BMP7/COMP/EN1/OSR1/MEOX2/SHOX2/NOG/DLX5	25	Stellate
GO:1905330	regulation of morphogenesis of an epithelium	25/754	181/18866	6.39E-08	1.97E-06	1.47E-06	SNAI2/TBX2/ADAMTS12/CTHRC1/WNT5A/DACT1/PRICKLE1/PTK7/FGF1/SFRP2/HOXB7/FZD2/DAB2/SULF1/GPC3/HGF/NKD1/BMP7/FZD7/SMO/SFRP1/LIF/NOG/RSPO3/SIX1	25	Stellate
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	21/754	133/18866	7.09E-08	2.17E-06	1.62E-06	EMILIN1/TGFB3/TGFB1I1/FBN1/TGFB1/LTBP1/WNT5A/NBL1/CAV1/RBPMS2/VASN/HTRA3/SFRP2/NOTCH1/ASPN/HTRA1/CILP/CHRD/SFRP1/CHRDL1/NOG	21	Stellate
GO:0035282	segmentation	18/754	100/18866	7.82E-08	2.38E-06	1.77E-06	ZEB2/BASP1/WNT5A/TBX3/LEF1/FOXC2/CDX1/SFRP2/NOTCH1/EGR2/FOXF1/NKD1/TBX18/SFRP1/OSR1/MEOX2/WT1/HOXA2	18	Stellate
GO:0003179	heart valve morphogenesis	13/754	52/18866	8.99E-08	2.71E-06	2.02E-06	EMILIN1/TGFB1/SNAI2/HEYL/SLIT2/SNAI1/TWIST1/STRA6/NOTCH1/HEY2/JAG1/SLIT3/ELN	13	Stellate
GO:0003170	heart valve development	14/754	61/18866	9.25E-08	2.76E-06	2.06E-06	EMILIN1/TGFB1/SNAI2/HEYL/SLIT2/SNAI1/TWIST1/STRA6/NOTCH1/HEY2/JAG1/SLIT3/ELN/SHOX2	14	Stellate
GO:0043583	ear development	28/754	224/18866	9.27E-08	2.76E-06	2.06E-06	TGFB3/ZEB1/PRRX1/CTHRC1/WNT5A/MSX1/OSR2/TWIST1/PTK7/GLI2/STRA6/PDGFRB/SPARC/GSDME/NOTCH1/HEY2/FZD2/JAG1/NKX3-2/CDH23/OSR1/HOXA1/NOG/HOXA2/SIX1/COL11A1/DLX5/CXCL14	28	Stellate
GO:0060323	head morphogenesis	11/754	36/18866	9.30E-08	2.76E-06	2.06E-06	TGFB3/CRISPLD2/MSX1/LEF1/MMP2/COL1A1/STRA6/PDGFRA/CRISPLD1/NOG/DLX5	11	Stellate
GO:0071560	cellular response to transforming growth factor beta stimulus	30/754	252/18866	9.75E-08	2.87E-06	2.14E-06	EMILIN1/TGFB3/TGFB1I1/FMOD/ZEB1/FBN1/TGFB1/LTBP4/LTBP1/LTBP2/WNT5A/NREP/CAV1/COL1A1/VASN/COL1A2/HTRA3/COL3A1/LRRC32/COL4A2/POSTN/ASPN/DKK3/DAB2/HTRA1/CILP/NOX4/LOX/SFRP1/GDF10	30	Stellate
GO:0060828	regulation of canonical Wnt signaling pathway	33/754	295/18866	1.01E-07	2.95E-06	2.20E-06	TGFB1/SNAI2/DACT3/CTHRC1/WNT5A/DACT1/IGFBP4/CAV1/PRICKLE1/PTK7/COL1A1/IGFBP6/DAAM2/ADGRA2/GLI1/SFRP2/NOTCH1/DKK3/DAB2/GPC3/NKD1/TBX18/FZD7/WNT5B/NOTUM/SFRP1/APOE/SFRP4/NOG/RSPO3/ASPM/DKK2/DLX5	33	Stellate
GO:0033627	cell adhesion mediated by integrin	15/754	71/18866	1.05E-07	3.05E-06	2.28E-06	FBN1/SNAI2/ITGBL1/ITGA11/FOXC2/ITGB3/COL16A1/FERMT3/ADA/SFRP2/CYP1B1/ITGA4/SERPINE1/PLAU/LIF	15	Stellate
GO:0045600	positive regulation of fat cell differentiation	15/754	72/18866	1.28E-07	3.67E-06	2.74E-06	SNAI2/ZNF385A/SH3PXD2B/CCDC3/SFRP2/MEDAG/LPL/PPARG/CMKLR1/BMP7/WNT5B/ADIRF/SFRP1/PTGS2/SIX1	15	Stellate
GO:0048048	embryonic eye morphogenesis	11/754	37/18866	1.28E-07	3.67E-06	2.74E-06	ZEB1/FBN1/TBX2/WNT5A/FOXF2/TWIST1/STRA6/MFAP2/RARB/BMP7/EFEMP1	11	Stellate
GO:0035107	appendage morphogenesis	22/754	150/18866	1.34E-07	3.82E-06	2.85E-06	PRRX1/TBX2/WNT5A/MSX1/TBX3/LEF1/OSR2/TWIST1/GLI2/RUNX2/SFRP2/RARB/HAND2/NOTCH1/GPC3/MSX2/BMP7/EN1/OSR1/SHOX2/NOG/DLX5	22	Stellate
GO:0035108	limb morphogenesis	22/754	150/18866	1.34E-07	3.82E-06	2.85E-06	PRRX1/TBX2/WNT5A/MSX1/TBX3/LEF1/OSR2/TWIST1/GLI2/RUNX2/SFRP2/RARB/HAND2/NOTCH1/GPC3/MSX2/BMP7/EN1/OSR1/SHOX2/NOG/DLX5	22	Stellate
GO:0050920	regulation of chemotaxis	28/754	229/18866	1.48E-07	4.19E-06	3.12E-06	TGFB1/SLIT2/WNT5A/NBL1/THBS4/LPAR1/FGF1/PDGFRB/PDGFRA/ADGRA2/PTN/NOTCH1/IL16/CMKLR1/SERPINE1/GPSM3/CCL26/IL34/MMP28/IL6/FGF2/SLAMF8/SMOC2/CXCL8/ELANE/SEMA5B/NTF3/CXCL14	28	Stellate
GO:0007160	cell-matrix adhesion	28/754	230/18866	1.62E-07	4.57E-06	3.40E-06	EMILIN1/LRP1/ITGBL1/ADAMTS12/ECM2/MMP14/ARHGAP6/ITGA11/FN1/ITGB3/COL16A1/NID1/THY1/NID2/COL5A3/COL3A1/FERMT3/ITGA1/EPHA3/POSTN/JAG1/FBLN5/APOD/ITGA4/SERPINE1/SFRP1/PLAU/HOXA7	28	Stellate
GO:0071559	response to transforming growth factor beta	30/754	258/18866	1.64E-07	4.59E-06	3.42E-06	EMILIN1/TGFB3/TGFB1I1/FMOD/ZEB1/FBN1/TGFB1/LTBP4/LTBP1/LTBP2/WNT5A/NREP/CAV1/COL1A1/VASN/COL1A2/HTRA3/COL3A1/LRRC32/COL4A2/POSTN/ASPN/DKK3/DAB2/HTRA1/CILP/NOX4/LOX/SFRP1/GDF10	30	Stellate
GO:0043010	camera-type eye development	35/754	332/18866	1.80E-07	4.99E-06	3.72E-06	ZEB1/FBN1/ZEB2/TBX2/WNT5A/FOXF2/LAMC3/OSR2/FOXC2/SLC17A7/TWIST1/THY1/STRA6/NES/PDGFRB/SERPINF1/COL8A1/PDGFRA/COL4A1/PTN/LAMA1/VIM/JAG1/CYP1B1/CRYGN/BMP7/WNT5B/EFEMP1/INHBA/MYH15/WNT6/FGF2/WT1/PITX3/IGFN1	35	Stellate
GO:0014031	mesenchymal cell development	16/754	84/18866	1.82E-07	5.03E-06	3.75E-06	ZEB2/SNAI2/HEYL/EDNRA/FOXC2/TWIST1/FN1/HAND2/NOTCH1/EDNRB/HEY2/JAG1/BMP7/SMO/HTR2B/SEMA5B	16	Stellate
GO:0061037	negative regulation of cartilage development	10/754	31/18866	2.03E-07	5.56E-06	4.15E-06	SNAI2/ADAMTS12/CTSK/CCN4/GLI2/RARB/RFLNB/NKX3-2/EFEMP1/NOG	10	Stellate
GO:0045785	positive regulation of cell adhesion	41/754	428/18866	2.25E-07	6.12E-06	4.56E-06	EMILIN1/ADAM19/CYTH3/WNT5A/ECM2/LGALS1/FBLN2/LEF1/CAV1/FOXC2/CCDC80/FN1/COL16A1/NID1/GLI2/HAS2/EGFLAM/THY1/ABI3BP/COL8A1/RUNX1/PTN/ADA/SFRP2/ITGA4/FOXF1/CD4/PLAUR/BMP7/PDPN/ANXA1/IL6/CHRD/SFRP1/LIF/ANGPT1/PDCD1LG2/SMOC2/ELANE/EGFL6/ZAP70	41	Stellate
GO:0072088	nephron epithelium morphogenesis	15/754	75/18866	2.25E-07	6.12E-06	4.56E-06	TCF21/FGF1/HOXB7/FOXD1/GPC3/MYC/SMO/ADAMTS16/LIF/OSR1/WNT6/FGF2/WT1/NOG/SIX1	15	Stellate
GO:0090183	regulation of kidney development	13/754	56/18866	2.31E-07	6.23E-06	4.65E-06	BASP1/PDGFRB/HOXB7/FOXD1/BMP7/MYC/SMO/LIF/MMP9/OSR1/WT1/NOG/SIX1	13	Stellate
GO:0003231	cardiac ventricle development	20/754	131/18866	2.55E-07	6.85E-06	5.10E-06	TGFB1/HEYL/SLIT2/LTBP1/WNT5A/ZFPM2/TBX3/FOXC2/PTK7/STRA6/SFRP2/HAND2/NOTCH1/HEY2/FZD2/JAG1/SLIT3/FOXF1/NOG/COL11A1	20	Stellate
GO:0072171	mesonephric tubule morphogenesis	14/754	66/18866	2.64E-07	7.06E-06	5.26E-06	TCF21/FGF1/HOXB7/FOXD1/GPC3/MYC/SMO/ADAMTS16/OSR1/WNT6/FGF2/WT1/NOG/SIX1	14	Stellate
GO:0061333	renal tubule morphogenesis	15/754	77/18866	3.23E-07	8.59E-06	6.41E-06	TCF21/FGF1/COL4A1/HOXB7/FOXD1/GPC3/MYC/SMO/ADAMTS16/OSR1/WNT6/FGF2/WT1/NOG/SIX1	15	Stellate
GO:0090090	negative regulation of canonical Wnt signaling pathway	24/754	184/18866	3.46E-07	9.11E-06	6.79E-06	SNAI2/DACT3/CTHRC1/WNT5A/DACT1/IGFBP4/CAV1/PRICKLE1/IGFBP6/GLI1/SFRP2/NOTCH1/DKK3/DAB2/GPC3/NKD1/TBX18/WNT5B/NOTUM/SFRP1/APOE/SFRP4/NOG/DKK2	24	Stellate
GO:0060326	cell chemotaxis	33/754	311/18866	3.46E-07	9.11E-06	6.79E-06	SLIT2/WNT5A/LEF1/NBL1/THBS4/LPAR1/FGF1/PDGFRB/PDGFRA/PTN/ITGA1/NOTCH1/EDNRB/IL16/CMKLR1/SERPINE1/GPSM3/CH25H/CCL26/HGF/LOX/IL34/MMP28/ANXA1/ACKR4/IL6/CCL11/ADGRE2/FGF2/SLAMF8/SMOC2/CXCL8/CXCL14	33	Stellate
GO:0050679	positive regulation of epithelial cell proliferation	26/754	211/18866	3.53E-07	9.22E-06	6.87E-06	ECM1/WNT5A/OSR2/TWIST1/THBS4/ITGB3/HAS2/FGF1/PTN/NOTCH1/ITGA4/HTRA1/CCL26/VASH2/MYC/FZD7/HMOX1/SMO/SFRP1/HTR2B/CCL11/TLR4/OSR1/FGF2/NOG/DLX5	26	Stellate
GO:0010812	negative regulation of cell-substrate adhesion	14/754	68/18866	3.91E-07	1.02E-05	7.57E-06	LRP1/FBLN1/SPOCK1/LGALS1/MMP14/ARHGAP6/COL1A1/NOTCH1/POSTN/JAG1/APOD/SERPINE1/FZD7/HOXA7	14	Stellate
GO:0010464	regulation of mesenchymal cell proliferation	10/754	33/18866	3.93E-07	1.02E-05	7.58E-06	ZEB1/PRRX1/WNT5A/PTN/FOXF1/MYC/CHRD/SMO/SHOX2/SIX1	10	Stellate
GO:2000826	regulation of heart morphogenesis	11/754	41/18866	4.07E-07	1.05E-05	7.81E-06	TBX2/WNT5A/FOXC2/TWIST1/HAND2/NOTCH1/JAG1/BMP7/SMO/NOG/SIX1	11	Stellate
GO:0061053	somite development	16/754	89/18866	4.18E-07	1.07E-05	7.97E-06	ZEB2/WNT5A/LEF1/FOXC2/CDX1/SFRP2/LOXL3/NOTCH1/FOXF1/NKD1/TBX18/SMO/SFRP1/MEOX2/NOG/SIX1	16	Stellate
GO:0001658	branching involved in ureteric bud morphogenesis	13/754	59/18866	4.42E-07	1.13E-05	8.40E-06	TCF21/FGF1/HOXB7/FOXD1/GPC3/MYC/SMO/ADAMTS16/WNT6/FGF2/WT1/NOG/SIX1	13	Stellate
GO:0042474	middle ear morphogenesis	8/754	20/18866	5.15E-07	1.31E-05	9.73E-06	PRRX1/MSX1/OSR2/NKX3-2/OSR1/NOG/HOXA2/SIX1	8	Stellate
GO:0010466	negative regulation of peptidase activity	30/754	272/18866	5.18E-07	1.31E-05	9.74E-06	TIMP1/LRP1/SERPINH1/COL6A3/ECM1/SPOCK1/COL7A1/IFI16/LEF1/TIMP3/SERPINF1/BST2/NGF/SFRP2/BIRC7/TFPI/A2M/SERPINE1/GPC3/HGF/RARRES1/PLAUR/CSTA/PI15/TIMP4/MMP9/CPAMD8/PTGS2/BIRC5/ITIH1	30	Stellate
GO:0035904	aorta development	13/754	60/18866	5.44E-07	1.36E-05	1.02E-05	LRP1/TBX2/LTBP1/MYLK/PRICKLE1/PDGFRB/COL3A1/NOTCH1/HEY2/ADAMTS6/JAG1/LOX/SIX1	13	Stellate
GO:0001656	metanephros development	16/754	91/18866	5.72E-07	1.43E-05	1.06E-05	TCF21/FBN1/BASP1/OSR2/FOXC2/PDGFRB/PDGFRA/FOXD1/GPC3/BMP7/MYC/SMO/LIF/OSR1/WT1/SIX1	16	Stellate
GO:0006027	glycosaminoglycan catabolic process	13/754	61/18866	6.67E-07	1.65E-05	1.23E-05	VCAN/FMOD/TGFB1/DCN/LUM/BGN/PRELP/GPC3/CSPG4/BCAN/OGN/FGF2/HPSE2	13	Stellate
GO:0042733	embryonic digit morphogenesis	13/754	61/18866	6.67E-07	1.65E-05	1.23E-05	TBX2/WNT5A/MSX1/TBX3/OSR2/TWIST1/GLI2/SFRP2/HAND2/NOTCH1/MSX2/OSR1/NOG	13	Stellate
GO:0051098	regulation of binding	36/754	367/18866	7.00E-07	1.72E-05	1.28E-05	TGFB1/LRP1/SPON1/CTHRC1/WNT5A/MSX1/DACT1/IFI16/LEF1/CAV1/TWIST1/NES/NGF/NFATC4/HAND2/HOXA3/HEY2/DAB2/EBF2/PPARG/ITGA4/MSX2/LOX/PLAUR/MDFI/HMOX1/SMO/HMGA2/APOE/LIF/MMP9/ANGPT1/NOG/HJURP/AURKB/XIRP1	36	Stellate
GO:0030514	negative regulation of BMP signaling pathway	12/754	52/18866	7.21E-07	1.75E-05	1.31E-05	FBN1/WNT5A/NBL1/RBPMS2/HTRA3/SFRP2/NOTCH1/HTRA1/CHRD/SFRP1/CHRDL1/NOG	12	Stellate
GO:0032330	regulation of chondrocyte differentiation	12/754	52/18866	7.21E-07	1.75E-05	1.31E-05	SNAI2/LOXL2/ADAMTS12/CCN4/GLI2/RUNX2/RARB/RFLNB/GDF6/NKX3-2/EFEMP1/SHOX2	12	Stellate
GO:0072203	cell proliferation involved in metanephros development	6/754	10/18866	7.31E-07	1.77E-05	1.32E-05	PDGFRB/GPC3/BMP7/MYC/OSR1/WT1	6	Stellate
GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway	7/754	15/18866	7.70E-07	1.85E-05	1.38E-05	DACT1/SFRP2/DAB2/GPC3/NKD1/SFRP1/RSPO3	7	Stellate
GO:0052547	regulation of peptidase activity	42/754	466/18866	8.22E-07	1.97E-05	1.47E-05	TIMP1/PCOLCE/LRP1/RCN3/SERPINH1/FBLN1/COL6A3/F2R/ECM1/SPOCK1/ANTXR1/COL7A1/IFI16/LEF1/TIMP3/CAV1/FN1/FAS/SERPINF1/BST2/NGF/UACA/SFRP2/BIRC7/TFPI/PPARG/A2M/SERPINE1/GPC3/HGF/RARRES1/PLAUR/MYC/CSTA/TNFSF15/PI15/TIMP4/MMP9/CPAMD8/PTGS2/BIRC5/ITIH1	42	Stellate
GO:1904018	positive regulation of vasculature development	27/754	235/18866	8.60E-07	2.05E-05	1.53E-05	SRPX2/ECM1/WNT5A/FOXC2/TWIST1/SPHK1/FGF1/ADAM12/RUNX1/SFRP2/TMEM100/NOTCH1/CYP1B1/SERPINE1/CCBE1/HGF/VASH2/ANXA1/HMOX1/ANGPTL4/HMGA2/CCL11/PTGIS/FGF2/PTGS2/SMOC2/CXCL8	27	Stellate
GO:0048863	stem cell differentiation	29/754	264/18866	8.70E-07	2.06E-05	1.54E-05	ZEB2/SNAI2/TBX2/MSX1/EDNRA/FOXC2/PRICKLE1/TWIST1/FN1/PDGFRA/RUNX1/PTN/RUNX2/HAND2/NOTCH1/EDNRB/JAG1/A2M/MSX2/BMP7/HOXB4/SMO/SFRP1/HTR2B/HMGA2/LIF/OSR1/HOXA7/SEMA5B	29	Stellate
GO:0031670	cellular response to nutrient	11/754	44/18866	8.86E-07	2.09E-05	1.56E-05	SNAI2/KANK2/COL1A1/PTN/POSTN/LPL/PPARG/HMOX1/SFRP1/TNC/FGF23	11	Stellate
GO:1900046	regulation of hemostasis	15/754	83/18866	8.92E-07	2.10E-05	1.56E-05	PRKG1/F2R/CAV1/PDGFRA/PLAT/TFPI/SERPINE1/PLAUR/COMP/PDPN/ADTRP/PLAU/C1QTNF1/TLR4/APOE	15	Stellate
GO:0045766	positive regulation of angiogenesis	25/754	208/18866	9.44E-07	2.21E-05	1.64E-05	SRPX2/ECM1/WNT5A/FOXC2/TWIST1/SPHK1/FGF1/ADAM12/RUNX1/SFRP2/CYP1B1/SERPINE1/CCBE1/HGF/VASH2/ANXA1/HMOX1/ANGPTL4/HMGA2/CCL11/PTGIS/FGF2/PTGS2/SMOC2/CXCL8	25	Stellate
GO:0072078	nephron tubule morphogenesis	14/754	73/18866	9.74E-07	2.26E-05	1.69E-05	TCF21/FGF1/HOXB7/FOXD1/GPC3/MYC/SMO/ADAMTS16/OSR1/WNT6/FGF2/WT1/NOG/SIX1	14	Stellate
