p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PSMB21	4.06229999384483e-196	0.267144463725928	0.832	0.724	1.12684139529262e-191	5	PSMB2
TMEM1601	5.54581110697847e-196	0.291205600832294	0.784	0.651	1.53835254296476e-191	5	TMEM160
EDN31	6.7062759040082e-196	0.525955979895085	0.352	0.186	1.86025387301284e-191	5	EDN3
CMPK11	1.99710219583866e-195	0.263904707222032	0.739	0.61	5.53976178103687e-191	5	CMPK1
TMEM50A	4.83575556135086e-195	0.264352325802395	0.73	0.616	1.34139023516312e-190	5	TMEM50A
HNRNPDL	9.57826808407323e-195	0.279165423881473	0.878	0.784	2.65691578384107e-190	5	HNRNPDL
LSM51	1.52180775656614e-194	0.276844679842532	0.699	0.554	4.22134253593883e-190	5	LSM5
PCP41	1.53237972004105e-194	0.493616290394915	0.683	0.532	4.25066810542187e-190	5	PCP4
PFN22	1.8187947206518e-194	0.328410203393317	0.802	0.646	5.04515467561604e-190	5	PFN2
COPS6	3.51566200474412e-194	0.260069983868933	0.72	0.594	9.75209483495972e-190	5	COPS6
TCEAL41	3.65188960421484e-194	0.28683036703025	0.861	0.757	1.01299765731315e-189	5	TCEAL4
IFT43	4.7824479253476e-194	0.224685216547627	0.464	0.316	1.32660323001217e-189	5	IFT43
EIF2S21	9.99517820498765e-194	0.272339754308981	0.796	0.678	2.77256248228152e-189	5	EIF2S2
OS91	1.32816222370283e-193	0.277964829952893	0.802	0.696	3.68418919232927e-189	5	OS9
P3H31	1.88160197130621e-193	0.25831330519479	0.494	0.359	5.21937570820629e-189	5	P3H3
DANCR	1.91514033107931e-193	0.26785834619021	0.499	0.355	5.31240776438089e-189	5	DANCR
PRDX11	2.07032289231659e-193	0.278277195031947	0.831	0.71	5.74286867099699e-189	5	PRDX1
DCAF13	3.02387459816975e-193	0.228095707238471	0.485	0.354	8.38792574786307e-189	5	DCAF13
MDP11	4.22739277481868e-193	0.259258834013669	0.58	0.435	1.17263648180695e-188	5	MDP1
GMPPB	4.23071198406421e-193	0.248358350100706	0.468	0.323	1.17355719725957e-188	5	GMPPB
KRT181	4.33999750712446e-193	0.286771167998182	0.747	0.637	1.20387190850125e-188	5	KRT18
SEC22B	4.48569431363965e-193	0.248452941784661	0.594	0.466	1.2442867456605e-188	5	SEC22B
SWI5	5.94791411166055e-193	0.24844978803762	0.542	0.401	1.64989189543352e-188	5	SWI5
TMF1	7.06522509960741e-193	0.255224290748798	0.629	0.513	1.9598227903801e-188	5	TMF1
TSPAN31	9.78085655452342e-193	0.240264916392458	0.586	0.455	2.71311179965925e-188	5	TSPAN31
SRPRB	2.0668974798422e-192	0.226111215400384	0.443	0.299	5.73336691933428e-188	5	SRPRB
TP53BP1	2.21474839108261e-192	0.240535039797412	0.492	0.364	6.14349056202405e-188	5	TP53BP1
RPL71	2.67244542253849e-192	0.317546639037014	0.993	0.963	7.41309635757953e-188	5	RPL7
MRPL47	4.68635238172838e-192	0.241248678936507	0.596	0.453	1.29994728716764e-187	5	MRPL47
APOO	1.04023511903809e-191	0.229075610505265	0.442	0.304	2.88550819669977e-187	5	APOO
RWDD11	1.63808909211284e-191	0.278179786418694	0.781	0.656	4.5438953326118e-187	5	RWDD1
NOP102	2.5613508199914e-191	0.291722133355164	0.853	0.733	7.10493103957415e-187	5	NOP10
NDUFA9	5.25328908168198e-191	0.248024837512563	0.615	0.486	1.45720985836776e-186	5	NDUFA9
UBXN4	6.39116593497587e-191	0.267422449816328	0.845	0.775	1.77284551870296e-186	5	UBXN4
HNRNPA12	7.61783319465797e-191	0.304280348306079	0.919	0.837	2.11311074986617e-186	5	HNRNPA1
COMTD11	2.488123575446e-190	0.269002276858282	0.653	0.522	6.90180598592966e-186	5	COMTD1
KCNJ8	4.51647593055255e-190	0.2523034168144	0.425	0.282	1.25282525837597e-185	5	KCNJ8
GCG1	4.72682072544937e-190	0.390291133442124	0.998	0.997	1.3111728010324e-185	5	GCG
IAH1	7.40483684720744e-190	0.249401061313166	0.63	0.484	2.05402769304687e-185	5	IAH1
ZBTB8OS	1.01480864731873e-189	0.253666157788397	0.63	0.488	2.81497770679744e-185	5	ZBTB8OS
ETFA	2.53376195073119e-189	0.246469696668518	0.58	0.439	7.02840227513324e-185	5	ETFA
PHB	2.54328863179833e-189	0.271462423988144	0.713	0.58	7.05482833574539e-185	5	PHB
CHCHD1	2.55584818264629e-189	0.247594213009692	0.644	0.508	7.08966727384255e-185	5	CHCHD1
NAGLU1	3.34329098377959e-189	0.253882299543708	0.544	0.407	9.27395485990619e-185	5	NAGLU
MTCH2	7.2271816515909e-189	0.271133770550077	0.709	0.572	2.0047479183348e-184	5	MTCH2
DNAJC41	1.21858772752944e-188	0.264551387652273	0.568	0.422	3.3802404973939e-184	5	DNAJC4
MRPL11	1.29577938918386e-188	0.239618141238266	0.54	0.395	3.59436244765712e-184	5	MRPL11
CHCHD7	1.73995856778803e-188	0.257905770535137	0.561	0.42	4.82647107118721e-184	5	CHCHD7
PDE4DIP1	2.9839173328565e-188	0.259074237137074	0.708	0.592	8.27708828961065e-184	5	PDE4DIP
NOL71	1.14496809126347e-187	0.256634686160118	0.736	0.611	3.17602698835574e-183	5	NOL7
PDHA1	1.56933656433294e-187	0.245513390491894	0.553	0.415	4.35318269580314e-183	5	PDHA1
GLA	4.64701801021589e-187	0.382742788936342	0.34	0.198	1.28903632585379e-182	5	GLA
LIN7B1	4.68908431933994e-187	0.236222424609021	0.447	0.301	1.30070509934171e-182	5	LIN7B
AAK1	8.46263069474073e-187	0.257262270208491	0.631	0.514	2.34744912841413e-182	5	AAK1
XRCC5	9.71547011084162e-187	0.258046281972944	0.815	0.728	2.69497425404636e-182	5	XRCC5
SCCPDH	9.90286451376329e-187	0.234822649659643	0.553	0.42	2.7469555874728e-182	5	SCCPDH
WDR341	2.59582768953794e-186	0.218098349217607	0.389	0.25	7.20056642800929e-182	5	WDR34
RNH11	4.06157123273559e-186	0.266082750069401	0.824	0.727	1.12663924424853e-181	5	RNH1
SNX3	5.28505140886207e-186	0.289907918440221	0.855	0.745	1.46602041030425e-181	5	SNX3
MRPS7	5.295507575957e-186	0.235340386124173	0.577	0.446	1.46892084649471e-181	5	MRPS7
SSB	6.60592215503025e-186	0.249950281071354	0.74	0.632	1.83241674658384e-181	5	SSB
NUDT141	8.90020051388773e-186	0.318745065671492	0.722	0.572	2.46882662054732e-181	5	NUDT14
C11orf58	9.81434508610015e-186	0.261975332963261	0.889	0.805	2.72240118343332e-181	5	C11orf58
POLR2C	9.94108423704786e-186	0.248258255901145	0.595	0.459	2.75755735651471e-181	5	POLR2C
AC099509.11	1.70516724885683e-185	0.413750912548889	0.703	0.52	4.72996343160396e-181	5	AC099509.1
PSMA4	2.43658581286508e-185	0.256138759652967	0.686	0.549	6.75884538630644e-181	5	PSMA4
TMEM35B	2.46500617440049e-185	0.233673184397976	0.504	0.37	6.83768062716951e-181	5	TMEM35B
ARL22	3.87729137697691e-185	0.306395104058921	0.91	0.806	1.07552185505963e-180	5	ARL2
SNRPC	4.47624129574138e-185	0.260350026854001	0.71	0.575	1.2416645730257e-180	5	SNRPC
TP53TG11	6.17421330597889e-185	0.27032701744911	0.589	0.436	1.71266502894548e-180	5	TP53TG1
COA4	7.149076306416e-185	0.257634830043483	0.665	0.521	1.98308227663673e-180	5	COA4
MRPS341	1.12723726141865e-184	0.275270744467219	0.737	0.601	3.1268434394492e-180	5	MRPS34
SLC7A21	1.17580956741571e-184	0.309730450671361	0.977	0.937	3.26157815905444e-180	5	SLC7A2
ZDHHC4	2.86268969045076e-184	0.245453329898835	0.579	0.439	7.94081493234137e-180	5	ZDHHC4
LAMP11	3.18703796250923e-184	0.284070058548599	0.91	0.841	8.84052460420435e-180	5	LAMP1
CALU	3.29649301810928e-184	0.239243398608068	0.536	0.399	9.14414198293332e-180	5	CALU
CCM21	5.35235143502882e-184	0.239946027203564	0.516	0.377	1.48468876456264e-179	5	CCM2
MYOM1	7.49385819054418e-184	0.20057364140842	0.138	0.056	2.07872132347505e-179	5	MYOM1
EIF1AX1	8.22390503993367e-184	0.262278552736449	0.811	0.699	2.2812290190272e-179	5	EIF1AX
CAMTA11	1.13170944950339e-183	0.273324349973753	0.735	0.594	3.13924884197746e-179	5	CAMTA1
VDAC11	1.90608265452682e-183	0.271399194403392	0.848	0.751	5.28728267539194e-179	5	VDAC1
ADIPOR11	2.41035340941067e-183	0.250401335178011	0.538	0.396	6.68607932236425e-179	5	ADIPOR1
SCARB21	2.82514480044907e-183	0.289541575893589	0.909	0.849	7.83666916196568e-179	5	SCARB2
MLIP	2.84616377980456e-183	0.234749937125712	0.32	0.182	7.89497370879987e-179	5	MLIP
TIMMDC1	5.85213633840114e-183	0.233566636250307	0.554	0.413	1.62332409890909e-178	5	TIMMDC1
MEAF61	7.95100782176759e-183	0.265339103400841	0.753	0.627	2.20553005968011e-178	5	MEAF6
PPDPF1	1.10420584248033e-182	0.352697657448692	0.958	0.88	3.06295658645619e-178	5	PPDPF
VDAC21	1.15072917513974e-182	0.269637367478676	0.856	0.756	3.19200765892012e-178	5	VDAC2
RNF130	3.8344069969863e-182	0.224000479399144	0.492	0.36	1.06362615689403e-177	5	RNF130
C5orf15	4.33361076348016e-182	0.233012000785689	0.555	0.422	1.20210028968176e-177	5	C5orf15
KRT8	4.36617722083993e-182	0.280645266099864	0.862	0.774	1.21113389928879e-177	5	KRT8
MRPS25	4.94330923723706e-182	0.225292029036987	0.434	0.303	1.37122454931719e-177	5	MRPS25
MRPL43	5.6941483867311e-182	0.246249702511838	0.611	0.471	1.57949982099534e-177	5	MRPL43
CD14	8.02155458623313e-182	0.217073630180384	0.344	0.211	2.22509902667521e-177	5	CD14
DYNLT12	1.39694252314871e-181	0.277399093431439	0.866	0.747	3.87497886496219e-177	5	DYNLT1
VCP1	2.33890631224647e-181	0.257104925467706	0.728	0.619	6.4878922195405e-177	5	VCP
TM7SF31	2.64434049943351e-181	0.251612894118316	0.538	0.398	7.33513611137862e-177	5	TM7SF3
DNAJB6	4.16109139751502e-181	0.270405278483283	0.781	0.644	1.15424514275669e-176	5	DNAJB6
GNPTG	4.53516602677406e-181	0.232294306119172	0.478	0.343	1.25800970416686e-176	5	GNPTG
TM9SF1	1.02861022783357e-180	0.223729537639386	0.513	0.382	2.85326191098755e-176	5	TM9SF1
ARL2BP	1.25669175727334e-180	0.218734069946097	0.438	0.301	3.48593726550051e-176	5	ARL2BP
PKM2	1.41730225346955e-180	0.327017534958101	0.982	0.944	3.93145472089918e-176	5	PKM
ITGB12	1.49964657459536e-180	0.263046071932019	0.972	0.933	4.15986963327007e-176	5	ITGB1
LSM10	1.76449107172486e-180	0.232328884997241	0.52	0.376	4.89452178385758e-176	5	LSM10
TMEM9B	1.87267755246796e-180	0.230804111994013	0.547	0.422	5.19462026279087e-176	5	TMEM9B
CREB3	2.21707216034079e-180	0.205374960671873	0.407	0.279	6.14993646556931e-176	5	CREB3
SMIM6	2.27096272370708e-180	0.254979562791878	0.512	0.366	6.29942349929108e-176	5	SMIM6
AGT1	2.80039897485581e-180	0.673333067914766	0.437	0.314	7.76802671635252e-176	5	AGT
SLC7A81	8.6405614090458e-180	0.304567248807399	0.806	0.674	2.39680532925522e-175	5	SLC7A8
MORN2	1.23732189502371e-179	0.2137123336725	0.424	0.292	3.43220720460627e-175	5	MORN2
ETFRF1	1.33445196917078e-179	0.231755472569509	0.529	0.384	3.70163631728284e-175	5	ETFRF1
UQCC3	1.76811205846747e-179	0.23382305122383	0.516	0.379	4.90456603898291e-175	5	UQCC3
PTGES2	2.30571410456627e-179	0.249100348757607	0.621	0.486	6.39582035465638e-175	5	PTGES2
SLC17A5	2.50810867068588e-179	0.235765053901076	0.479	0.35	6.95724264161556e-175	5	SLC17A5
SERPINB6	3.0569165837545e-179	0.249191002902681	0.736	0.63	8.47958091167661e-175	5	SERPINB6
FAM120A1	3.96747975539335e-179	0.252741296101103	0.624	0.487	1.10053920934856e-174	5	FAM120A
SEC31A1	4.39384061170524e-179	0.257499572947109	0.734	0.633	1.21880744728092e-174	5	SEC31A
ATP6V1D	4.6751269751929e-179	0.281600295599217	0.848	0.737	1.29683347164876e-174	5	ATP6V1D
UBE2L3	3.39606210726437e-178	0.255169934448983	0.753	0.637	9.42033667934063e-174	5	UBE2L3
PSMA11	3.83306209489954e-178	0.250135359971232	0.807	0.703	1.06325309450418e-173	5	PSMA1
B4GALT7	4.04408548553712e-178	0.205568552973163	0.386	0.255	1.12178887283314e-173	5	B4GALT7
PERP1	8.48256080586215e-178	0.278299190823459	0.876	0.785	2.3529775419381e-173	5	PERP
MAGT1	8.61107766162301e-178	0.229443149479568	0.489	0.367	2.38862683255761e-173	5	MAGT1
ANAPC162	1.22996237442498e-177	0.278169623459881	0.866	0.76	3.41179263041747e-173	5	ANAPC16
HNRNPR1	4.7934948142076e-177	0.25535626993787	0.737	0.628	1.32966752651305e-172	5	HNRNPR
RNF71	6.50336369032638e-177	0.269430868690868	0.821	0.695	1.80396805405963e-172	5	RNF7
CIB12	1.1044210663946e-176	0.328208892280833	0.908	0.801	3.06355359607198e-172	5	CIB1
UNC50	1.33251028956223e-176	0.224227250393846	0.546	0.418	3.69625029221668e-172	5	UNC50
DCXR1	2.24152995991243e-176	0.278570387557603	0.689	0.539	6.21777995580109e-172	5	DCXR
TENT5C1	2.74779604462784e-176	0.274333774930105	0.499	0.365	7.62211144819317e-172	5	TENT5C
SEPTIN11	2.77798824868083e-176	0.229312852812939	0.477	0.348	7.70586160301575e-172	5	SEPTIN11
DNAJC10	4.06292399179961e-176	0.228622439125998	0.505	0.375	1.12701448608529e-171	5	DNAJC10
HNRNPAB	4.66306764334732e-176	0.237927343158719	0.548	0.408	1.29348833358811e-171	5	HNRNPAB
STXBP11	5.3722209117316e-176	0.254930421160763	0.706	0.588	1.49020035870523e-171	5	STXBP1
TCTN1	6.24271190028928e-176	0.21537356383581	0.438	0.312	1.73166585402124e-171	5	TCTN1
CCDC1861	1.89277321510319e-175	0.250265964183734	0.623	0.504	5.25036362137474e-171	5	CCDC186
KCTD121	3.71316561772891e-175	0.36171187714212	0.831	0.683	1.02999501070182e-170	5	KCTD12
NELFE	5.08440005955646e-175	0.24316705635978	0.597	0.454	1.41036173252037e-170	5	NELFE
BSG1	1.03082603328961e-174	0.256267819142041	0.98	0.952	2.85940833374206e-170	5	BSG
CD36	1.54861726544322e-174	0.26779851026985	0.432	0.289	4.29570943261294e-170	5	CD36
PIGX	1.97119521880917e-174	0.219726729723267	0.445	0.305	5.46789841745475e-170	5	PIGX
TSG101	2.02025163046979e-174	0.235072644856894	0.633	0.515	5.60397599776015e-170	5	TSG101
RBM3	3.6472342723109e-174	0.238294469971791	0.543	0.422	1.01170631479632e-169	5	RBM3
ACO2	3.70140714097507e-174	0.237974461171761	0.526	0.39	1.02673332683508e-169	5	ACO2
CANX	4.81642600513421e-174	0.253411836547656	0.891	0.844	1.33602840956418e-169	5	CANX
VTI1B	5.03867160830976e-174	0.247381304377083	0.586	0.443	1.39767711742904e-169	5	VTI1B
B4GAT1	6.40338801876702e-174	0.211811456599826	0.411	0.285	1.77623580252578e-169	5	B4GAT1
SPCS31	1.10412306243402e-173	0.257346833382542	0.612	0.481	3.06272696288574e-169	5	SPCS3
GOLGA21	1.33305361491779e-173	0.26257115693725	0.65	0.522	3.69775742242047e-169	5	GOLGA2
RAB5IF	2.81190578407919e-173	0.24014927833372	0.609	0.471	7.79994545445726e-169	5	RAB5IF
SNRPE1	3.56897922323556e-173	0.269674270786842	0.85	0.732	9.89999146733312e-169	5	SNRPE
HSPA91	4.592378672632e-173	0.253180768857671	0.776	0.678	1.27387992000139e-168	5	HSPA9
GOSR2	1.12159507508408e-172	0.215284387373474	0.452	0.325	3.11119257877573e-168	5	GOSR2
THOC7	1.83186219984849e-172	0.258539104806272	0.742	0.615	5.08140255615972e-168	5	THOC7
SUMO11	1.83324705619826e-172	0.256715072011131	0.814	0.697	5.08524400918836e-168	5	SUMO1
CEP1262	2.9866275581842e-172	0.28340785303278	0.625	0.492	8.28460618364716e-168	5	CEP126
SIVA11	3.78266134923487e-172	0.256963487087843	0.702	0.564	1.04927243166426e-167	5	SIVA1
TCTA	4.04231393033683e-172	0.224378191997959	0.433	0.299	1.12129746113613e-167	5	TCTA
MALAT1	4.99259256172686e-172	0.276507755539207	0.997	0.997	1.38489525069741e-167	5	MALAT1
PSMD21	1.25771534297713e-171	0.254442183055613	0.72	0.611	3.48877658988425e-167	5	PSMD2
TCEAL9	1.36148919922418e-171	0.297238637148089	0.771	0.646	3.77663488972796e-167	5	TCEAL9
GSTA41	1.43356616958116e-171	0.255651786426936	0.591	0.438	3.97656919780117e-167	5	GSTA4
DDX1	1.8050857201805e-171	0.238360480119358	0.593	0.47	5.00712727920869e-167	5	DDX1
CAPZB1	2.51039034334259e-171	0.279300955058994	0.892	0.803	6.963571773398e-167	5	CAPZB
MMAB1	3.78670609932867e-171	0.255743848310283	0.575	0.426	1.05039440489278e-166	5	MMAB
EEF1E1	4.86246605709869e-171	0.215263128650219	0.496	0.359	1.34879945957861e-166	5	EEF1E1
CSNK2B	7.29673365091969e-171	0.247379614293065	0.67	0.543	2.02404094742861e-166	5	CSNK2B
COPG1	8.04136474622354e-171	0.225544905077751	0.502	0.375	2.23059416695495e-166	5	COPG1
RFK1	1.02840105442828e-170	0.25305545261269	0.657	0.52	2.85268168487861e-166	5	RFK
CCT51	1.5752690530852e-170	0.240122382094303	0.689	0.564	4.36963882635303e-166	5	CCT5
POMGNT11	1.89275149263896e-170	0.224226100406804	0.479	0.347	5.2503033654312e-166	5	POMGNT1
FGFR1	3.67394907266436e-170	0.264642136791068	0.65	0.517	1.01911673326637e-165	5	FGFR1
COX7A11	4.27598991313695e-170	0.513456945915356	0.448	0.329	1.18611684200506e-165	5	COX7A1
UFM11	1.04714245305988e-169	0.236765959802567	0.588	0.46	2.9046684505428e-165	5	UFM1
CLPP	1.25536862586925e-169	0.232229928979698	0.58	0.448	3.48226703129872e-165	5	CLPP
LAMP2	4.87587978255379e-169	0.244673797097624	0.876	0.817	1.35252029288259e-164	5	LAMP2
SURF2	1.26816366305078e-168	0.258298285047371	0.605	0.462	3.51775918493656e-164	5	SURF2
GLRX5	1.69631278746673e-168	0.222323360858535	0.581	0.449	4.70540204115396e-164	5	GLRX5
SYNGR21	2.37994356981843e-168	0.239837221242601	0.482	0.353	6.60172546831934e-164	5	SYNGR2
UBE2V2	2.45746772309239e-168	0.245880344192456	0.7	0.565	6.81676971708599e-164	5	UBE2V2
CISD2	2.69956479580416e-168	0.252025393793564	0.692	0.56	7.48832278708117e-164	5	CISD2
KCNH2	5.70116953382183e-168	0.214880508127651	0.424	0.306	1.58144741698684e-163	5	KCNH2
CLPTM1	6.25637954501213e-168	0.234373966495866	0.577	0.461	1.73545712199091e-163	5	CLPTM1
CAMK2N13	1.04539727350103e-167	0.307611413279252	0.86	0.778	2.89982749696451e-163	5	CAMK2N1
HSPD1	1.26579712410861e-167	0.292687754345283	0.924	0.824	3.51119464256487e-163	5	HSPD1
TUBG1	2.80606458325691e-167	0.202507273699347	0.376	0.248	7.78374254749634e-163	5	TUBG1
ZNF4281	5.44655953136691e-167	0.264801984721713	0.703	0.565	1.51082114840587e-162	5	ZNF428
SDCCAG8	5.83710560162909e-167	0.266032218960856	0.523	0.411	1.61915472283589e-162	5	SDCCAG8
ATP6V1E11	3.55529282259392e-166	0.260728266086758	0.761	0.643	9.86202676059328e-162	5	ATP6V1E1
CD99L21	3.86765393960444e-166	0.264483394000879	0.606	0.471	1.07284852630688e-161	5	CD99L2
RPS27L2	3.99389032148072e-166	0.342875862275324	0.919	0.818	1.10786523627554e-161	5	RPS27L
COPS4	6.79313969068526e-166	0.210250900892598	0.502	0.377	1.88434901879918e-161	5	COPS4
TIMM10	7.72327418837535e-166	0.227366594962256	0.524	0.386	2.14235902711344e-161	5	TIMM10
PHB2	9.05399842333008e-166	0.226315736910692	0.614	0.492	2.51148862264753e-161	5	PHB2
SYAP1	9.08402241294653e-166	0.236084336224546	0.589	0.461	2.51981697712724e-161	5	SYAP1
CERK1	1.17440973501425e-165	0.249145842130216	0.588	0.452	3.25769516395602e-161	5	CERK
EIF4E	1.42465574402558e-165	0.238758609830601	0.639	0.511	3.95185256835256e-161	5	EIF4E
SCAMP2	1.51790973422673e-165	0.232863041204483	0.617	0.492	4.21052981177153e-161	5	SCAMP2
SNRNP25	4.14150194422457e-165	0.209399902240865	0.418	0.284	1.14881122430845e-160	5	SNRNP25
GNG51	5.00995229937655e-165	0.260733053300764	0.891	0.783	1.38971066832406e-160	5	GNG5
TTC371	6.45824483744792e-165	0.24032581026356	0.627	0.507	1.79145253545968e-160	5	TTC37
ISCA1	7.41265088919781e-165	0.212564163341737	0.479	0.344	2.05619523015458e-160	5	ISCA1
SRP54	8.44922374109624e-165	0.221902985347508	0.593	0.479	2.34373017354269e-160	5	SRP54
HSP90AB1	9.3897024931112e-165	0.266569842464472	0.992	0.985	2.60460957456412e-160	5	HSP90AB1
EMC3	9.8166465642705e-165	0.218602764678271	0.576	0.457	2.723039590463e-160	5	EMC3
UQCRC1	1.24604846706247e-164	0.249634103935535	0.648	0.521	3.45641384278459e-160	5	UQCRC1
MXRA71	1.39069870926424e-164	0.250317631973255	0.756	0.68	3.85765914962809e-160	5	MXRA7
PSD1	1.85388023257809e-164	0.225953628582395	0.461	0.332	5.14247837714837e-160	5	PSD
ANXA51	2.03141052311846e-164	0.246152063507164	0.875	0.774	5.63492965007829e-160	5	ANXA5
SNRPB1	2.69831882358791e-164	0.2457766699213	0.833	0.732	7.48486658475051e-160	5	SNRPB
C9orf163	4.55015066949624e-164	0.334940708872185	0.913	0.787	1.26216629421156e-159	5	C9orf16
LAMTOR11	7.61470573105058e-164	0.279421712592943	0.85	0.739	2.11224322273612e-159	5	LAMTOR1
TSTA3	1.42835638314233e-163	0.200971659163272	0.374	0.25	3.96211777119851e-159	5	TSTA3
ISL11	1.49869741529776e-163	0.340783777524826	0.809	0.701	4.15723676029444e-159	5	ISL1
PTGR1	2.79477524086761e-163	0.223102071400878	0.452	0.312	7.75242704064266e-159	5	PTGR1
AAMDC	3.01349241614622e-163	0.201782935692727	0.382	0.256	8.35912661314799e-159	5	AAMDC
SDF2	3.1924512827767e-163	0.217593788541352	0.557	0.443	8.8555406132943e-159	5	SDF2
ZDHHC2	1.18694326114145e-162	0.206428586664217	0.499	0.381	3.29246191208026e-158	5	ZDHHC2
RARS	1.63842588827768e-162	0.214627418877264	0.489	0.362	4.54482957149347e-158	5	RARS
TPD521	2.44346280133624e-162	0.286629420020002	0.927	0.847	6.7779214646266e-158	5	TPD52
VWA11	4.12041982812139e-162	0.267354057093031	0.706	0.598	1.14296325612259e-157	5	VWA1
CCPG1	4.28468060658942e-162	0.217439068034597	0.548	0.447	1.18852755346184e-157	5	CCPG1
CISD31	5.02348700154123e-162	0.266883862546831	0.649	0.5	1.39346505935752e-157	5	CISD3
CKAP4	7.59356833242866e-162	0.213402261928366	0.455	0.331	2.10637991973239e-157	5	CKAP4
FAM50A	2.21226386039388e-161	0.248221818450878	0.708	0.597	6.13659872234658e-157	5	FAM50A
DHX29	4.42944294074379e-161	0.229544135747761	0.506	0.375	1.22868317733292e-156	5	DHX29
PAPOLA	5.05977295794062e-161	0.240901412360226	0.826	0.735	1.40353042080315e-156	5	PAPOLA
LIPA1	5.3699272369233e-161	0.20288216369332	0.404	0.274	1.48956411625015e-156	5	LIPA
NPM3	6.52142525105737e-161	0.221564388316441	0.404	0.267	1.8089781503908e-156	5	NPM3
SRSF2	7.07796308189405e-161	0.244672385355549	0.638	0.518	1.96335617928659e-156	5	SRSF2
HACD31	1.92268332504996e-160	0.246500982005743	0.693	0.585	5.33333127535607e-156	5	HACD3
MCRIP2	2.2135382461418e-160	0.250258062107499	0.613	0.473	6.14013374097273e-156	5	MCRIP2
IDH21	2.24663084728858e-160	0.252912758319218	0.514	0.367	6.23192930729378e-156	5	IDH2
RUNX1T1	2.47813470993528e-160	0.220044272916453	0.279	0.154	6.87409787188947e-156	5	RUNX1T1
EIF3G	3.44964206702348e-160	0.230669936348791	0.69	0.578	9.56896212971643e-156	5	EIF3G
KIF1BP	4.09607200403934e-160	0.207499035647228	0.466	0.339	1.13620941320047e-155	5	KIF1BP
PDHB	8.79390105454167e-160	0.224983192297156	0.544	0.418	2.43934021351931e-155	5	PDHB
SLC29A42	1.23093908686744e-159	0.262841999403773	0.738	0.61	3.41450193306159e-155	5	SLC29A4
CHURC1	1.26754348555467e-159	0.238359656829263	0.805	0.699	3.5160388745801e-155	5	CHURC1
PLOD3	1.93147661808482e-159	0.22471665521633	0.535	0.409	5.35772299090549e-155	5	PLOD3
MRPL27	2.10295831183753e-159	0.238858172182628	0.674	0.548	5.83339606120612e-155	5	MRPL27
PREPL1	2.44502329909387e-159	0.235739150986293	0.626	0.51	6.78225012935649e-155	5	PREPL
LSM1	2.62416700535604e-159	0.215073569979785	0.509	0.375	7.27917685615713e-155	5	LSM1
RAN2	3.83433492724227e-159	0.252155229444769	0.912	0.831	1.06360616546773e-154	5	RAN
PGRMC21	4.18625726898121e-159	0.241477226112119	0.697	0.582	1.1612259038427e-154	5	PGRMC2
TGOLN21	4.85197087332121e-159	0.256897941693078	0.787	0.696	1.34588820055057e-154	5	TGOLN2
HMGN22	4.95775275012406e-159	0.298940999591503	0.932	0.845	1.37523103535691e-154	5	HMGN2
CCT8	6.87168472733727e-159	0.236233156462705	0.761	0.668	1.90613662651609e-154	5	CCT8
AKR1B11	8.73034557103098e-159	0.235203683815333	0.521	0.377	2.42171055794828e-154	5	AKR1B1
ANAPC51	1.42284833996872e-158	0.225186798776404	0.547	0.42	3.94683901023924e-154	5	ANAPC5
UCHL31	1.42929650841409e-158	0.211666911408847	0.498	0.361	3.96472558468985e-154	5	UCHL3
DNAJC3	3.42249609246849e-158	0.234778512868089	0.628	0.519	9.49366191089836e-154	5	DNAJC3
GSTM31	5.59601739001053e-158	0.23782584050753	0.513	0.375	1.55227926381502e-153	5	GSTM3
PHYH	7.69580190533557e-158	0.227812788927151	0.555	0.427	2.13473849052103e-153	5	PHYH
UBE2V1	7.81940117770863e-158	0.240201505994889	0.723	0.596	2.1690236926846e-153	5	UBE2V1
TAX1BP11	1.08478135212322e-157	0.242031392660107	0.787	0.697	3.00907499265461e-153	5	TAX1BP1
DDT1	1.30813705434225e-157	0.26897283449198	0.861	0.76	3.62864137503996e-153	5	DDT
BRD71	1.69801075400341e-157	0.227490831378043	0.6	0.499	4.71011203053006e-153	5	BRD7
HLA-A1	1.77638985550202e-157	0.248399604093493	1	0.998	4.92752782017706e-153	5	HLA-A
MESD	2.06275644057084e-157	0.224211672208109	0.556	0.435	5.72188009049946e-153	5	MESD
ATP2B11	2.84754445553864e-157	0.259450137903192	0.776	0.67	7.89880356521864e-153	5	ATP2B1
SCFD1	3.22715289109623e-157	0.228277010976398	0.644	0.528	8.95179940461184e-153	5	SCFD1
PIN4	6.41161611896346e-157	0.225199397705922	0.569	0.431	1.77851819523927e-152	5	PIN4
LSM2	8.59514949643949e-157	0.249145034896162	0.702	0.566	2.38420851881735e-152	5	LSM2
SET1	9.91293426828444e-157	0.242539923278835	0.849	0.767	2.74974883667942e-152	5	SET
NFU1	1.74061069322851e-156	0.228642281749025	0.589	0.461	4.82828000194657e-152	5	NFU1
ZRANB2	2.03000421621129e-156	0.23124767705312	0.65	0.536	5.6310286953485e-152	5	ZRANB2
EIF5B	2.55012797298365e-156	0.252542009832332	0.74	0.634	7.07379998425934e-152	5	EIF5B
PPCS	2.96389147868724e-156	0.223604632412302	0.584	0.449	8.22153857273054e-152	5	PPCS
