Disease_State	Top2markers:expression	Cell_Type	q0	q5	q10	q15	q20	q25	q30	q35	q40	q45	q50	q55	q60	q65	q70	q75	q80	q85	q90	q95	q100
T2D	INS:12.1|GCG:2.2	Beta	2.40813741	8.198463447	9.045517078	9.625227742	10.02189161	10.42407414	11.04356917	11.2314228	11.68199026	12.03555389	12.56909957	12.74718428	13.15096207	13.47591808	13.75977122	14.21817798	14.7762016	15.70958519	16.31531689	18.95073731	32.57789667
T2D	INS:5.6|PECAM1:3.2	Beta	3.978806871	5.605301648	5.778905635	6.308980245	6.644965174	6.90490511	6.98377228	7.001789582	7.190838549	7.350858429	7.5010849	7.561917708	7.575064873	7.617553028	7.62658016	7.660732481	7.958999995	8.662778969	9.34255693	10.02616329	10.44198621
T2D	INS:11.9|GCG:0.5	Beta	0.002298028	4.880263407	5.691021598	6.245566737	6.656200858	7.030184874	7.318668048	7.537460316	7.859736932	8.173538113	8.440601236	8.768597881	9.31746169	9.653091652	10.2843991	10.93543917	11.75845924	12.74962917	14.30778603	16.19154007	28.32909912
T2D	INS:2.1|COL1A1:1.5	Beta	2.670957658	4.883363161	5.632470087	6.247784384	6.463183422	6.588659231	6.748111234	6.90543203	7.062455915	7.290571938	7.578052415	7.661475487	7.846734602	8.108629233	8.560555641	9.109161824	9.922879145	10.44223484	10.94072728	13.27641116	49.83197179
T2D	INS:7.4|GCG:0.8	Beta	0.037135718	2.460177095	4.608898193	6.866039582	7.729724904	8.086123677	9.003404886	10.54983706	10.86618365	11.40488101	12.03522723	12.3312958	13.13563049	13.25439018	14.16749007	14.81452035	15.00687643	16.64532543	17.81949912	22.63224048	30.39491664
T2D	INS:2.9|GCG:1.7	Beta	2.667776321	5.042658379	5.343312313	5.780474255	6.039671803	6.180595164	6.290114902	6.547891815	6.668910259	6.785421925	6.855312811	7.066917802	7.225070293	7.656939784	7.905360952	8.201675237	8.55125497	8.688515409	9.24199314	10.2749455	20.31942304
T2D	INS:12|GCG:0.4	Beta	2.741780116	5.880365363	6.367862514	6.739444381	7.236922393	7.569517181	7.889937376	8.159562182	8.538327123	8.742092808	9.036806086	9.453714079	9.805769538	10.23659791	10.61729789	10.99961171	11.56454966	12.21931854	13.29262124	14.37981335	21.55463025
T2D	INS:12.2|GCG:0.4	Beta	3.06993616	5.134045476	6.129061773	6.859883736	7.391816617	7.809981231	8.120614342	8.516711687	8.832911089	9.226504814	9.56156454	9.934323578	10.41387061	10.71032528	11.15947202	11.40675703	11.9769372	12.53914778	13.71426047	15.91129506	20.30454231
T2D	INS:12.1|GCG:0.4	Beta	2.356220561	4.613168296	5.401996126	5.92212122	6.460764158	6.798044885	7.063980018	7.413767061	7.598724781	7.79712443	8.113498441	8.583211326	8.859213715	9.421831974	9.653118291	10.2633835	10.95813393	11.55370478	13.07930212	14.03916094	23.9999756
T2D	INS:11.5|GCG:2.7	Beta	4.495885091	6.993610357	7.74041995	9.390679248	10.02963471	12.02060846	12.82191961	13.50632825	14.32445174	15.12861445	15.75019064	16.45453388	17.05599834	17.89090967	19.26985465	19.91366262	21.23726209	22.13947229	25.00385265	27.9614052	38.70122168
T2D	INS:12.8|GCG:0.2	Beta	0.0547918	6.72271742	8.04359094	8.9865818	9.70836648	10.1906977	10.8052844	11.22045838	11.60322866	11.99972754	12.33352545	12.78946744	13.23738159	13.81769313	14.18509103	14.82187363	15.63608704	16.38727072	17.70428319	19.80678911	32.65961042
T2D	INS:7.8|PPY:1.7	Beta	0	0.71368094	2.41190983	4.93537075	6.102604	7.0118701	8.14992555	10.05498398	11.00356746	11.77597486	13.06664866	14.94089396	16.62843816	19.72269485	23.79248454	29.78147536	35.36935044	38.03040764	42.48212569	46.10400362	49.49264222
T2D	INS:12.1|SST:0.4	Beta	0.10400561	5.12423906	6.87888154	8.58048821	9.30390663	9.97867865	10.40536005	10.95010881	11.44254203	12.08020897	12.51396565	12.99304243	13.44690787	13.88768698	14.46478437	15.24749404	16.02372508	17.31855617	21.96452165	37.07432032	49.98188534
T2D	INS:1.9|GCG:1.4	Beta	0.08798311	0.75825456	5.61864818	8.82843172	10.7393024	18.52390333	23.13261913	28.92782449	30.55060059	31.53432068	34.29371303	37.64875222	38.65822129	39.43812269	41.0772835	42.6746861	43.41187804	44.47880664	45.98206701	48.27048368	49.84573676
T2D	INS:12.8|GCG:0.3	Beta	0.66084256	6.66670658	8.0998553	9.18135277	9.86520881	10.38221774	10.81542823	11.13806537	11.59057962	11.96761386	12.24779368	12.72268879	13.21342628	13.60788796	14.11136698	14.62320789	15.7170962	17.24124158	19.67640572	23.18673904	47.75643942
T2D	INS:5.1|GCG:3.1	Beta	0.08404331	0.29928956	0.70785098	0.86074018	0.98225222	1.64267271	2.18190421	2.85126231	3.44886513	3.91388916	4.59982668	5.92067759	6.80342621	8.28887491	9.47506931	16.25436813	23.87931006	26.32146084	30.50060376	36.79970761	49.00136329
T2D	INS:3.3|GCG:2	Beta	2.53147937	8.2732416	11.92290074	19.65254247	21.44156407	25.3990004	27.31580774	31.04309136	33.14077574	34.14922276	35.21029345	36.15243127	37.90884744	38.5661128	39.76942738	40.47338746	42.20612293	44.00330453	45.88617442	47.01063651	48.76716747
T2D	INS:12.7|GCG:1.1	Beta	0.088388384	10.41915955	11.89414291	12.87680823	13.47795086	13.93689213	14.39531085	14.93056899	15.17368914	15.66033586	16.30500457	16.81583686	17.04186377	17.42983888	17.85142586	18.6957931	19.48355183	20.58993776	21.96772355	24.26794185	37.41182086
T2D	INS:10.4|GCG:2.3	Beta	0.007595398	0.578238153	11.71240398	15.04208749	20.98761807	22.34265246	24.08490229	25.21391193	29.27364391	30.54080891	32.11221686	33.62477161	35.20049756	36.33877593	37.96794678	39.08596133	39.90636466	41.63017496	44.22641567	46.81031347	49.34677883
T2D	INS:12.7|SST:0.4	Beta	0.411666725	11.30016479	12.18343283	12.74080235	13.28491151	13.77328466	14.42764413	14.78848064	15.16909439	15.68563245	16.16003844	16.69194837	16.97390184	17.38624093	18.06334783	18.85470973	19.47873295	20.37717219	21.79840642	24.9998178	34.10534938
T2D	INS:6.2|GCG:1.7	Beta	2.834465168	4.386434237	5.80763412	7.225789134	8.486512372	10.34914136	12.17729208	13.18810309	16.97560636	19.46753871	21.53365228	25.27916161	30.15425207	34.69367288	39.32620272	41.65290156	44.46055079	46.52198876	48.54915725	49.12127177	49.8183214
T2D	INS:12|GCG:1.9	Beta	0.622212505	20.74488708	24.10276575	24.71768593	25.30075004	25.84885467	26.26391497	27.29266058	28.31793176	28.93236947	30.5192098	30.95010404	32.12627393	32.83962917	33.82959674	34.36762695	36.29427931	37.7176776	39.85338392	41.08449071	46.15411536
T2D	INS:7.6|GCG:2.4	Beta	0.004870181	0.036311795	0.043455211	0.055993242	0.388832937	0.6577226	1.141423341	3.496158846	9.173055578	10.42306291	13.3168168	13.85697766	14.60505057	15.38751657	20.14250172	20.8793399	22.81817949	24.8014288	25.95390412	28.67604068	33.70498118
T2D	INS:11.8|GCG:3	Beta	5.377578891	9.187723013	10.30038723	11.21423409	11.70136298	12.4345247	13.1302875	13.52592424	14.22320391	14.70043824	15.1608795	15.70781585	16.23568317	16.79586901	17.31471737	17.91722195	18.97775125	20.05077579	21.74917355	23.83015339	35.75721322
T2D	INS:10.5|GCG:3.3	Beta	3.645917028	10.46072418	12.77366487	13.49537926	14.2815711	14.62335519	15.38958459	16.07390966	16.3804927	16.75634626	17.15550695	17.3543554	18.22397322	19.32858318	20.43024475	22.14900293	24.30634277	26.04171678	29.04910287	30.59294283	34.19572236
T2D	INS:5.7|GCG:3.2	Beta	2.456326146	3.928797181	4.710089253	5.067484239	5.477192631	5.726685797	6.025812423	6.364986418	6.57585929	7.179096955	7.359090912	7.756269083	7.821547166	8.223597212	9.497685324	9.809282977	10.11455583	10.72210956	10.89983649	11.4038237	14.21476711
T2D	INS:5.6|KRT19:4	Beta	2.800172401	6.417370796	7.848849411	9.27435272	10.08425512	10.67436358	11.28048093	11.85279589	12.32779869	13.16963955	14.18608034	15.27755156	16.50531834	18.26253102	20.60081936	21.94032009	23.53248132	26.34631191	30.05823699	32.57155519	49.9295107
T2D	INS:5.9|KRT19:4.3	Beta	2.685092778	5.448460323	6.671953557	7.291338534	7.886693873	8.242494244	9.123421744	9.831063342	10.53690097	11.04499499	11.37813086	11.89703395	12.744249	14.47837008	16.23423669	17.97765209	20.1271542	21.15660487	24.07476116	27.80112783	46.16074685
T2D	INS:11.1|GCG:3.1	Beta	11.3722826	17.43201503	19.47355914	21.38567702	23.48944303	25.18724223	26.53669683	27.49527418	28.41430429	29.14959391	30.01648067	30.90739394	31.379134	32.70945865	34.61776647	35.84321958	37.94410132	39.20036307	42.72043897	45.50361178	49.11545888
T2D	INS:5.7|PRSS1:4.3	Beta	0.003576185	3.238098254	4.525772906	4.828790498	5.046820624	5.613246264	6.141144117	6.517393253	6.712194589	7.101158695	7.271372126	7.50396893	8.182094357	8.832606384	9.651551053	10.65409738	11.48858905	13.4002939	17.22858233	27.78729767	36.75082234
T2D	INS:11.8|GCG:3	Beta	0.940826535	8.600188512	10.0313515	11.22826657	11.74157831	12.53565027	13.13235025	13.59901907	14.1767363	15.29916226	15.97940659	16.91664383	18.01960993	19.00277911	19.77572628	20.98387431	21.86515085	23.45634444	24.49752616	29.02578211	39.28972869
T2D	INS:12|GCG:2.6	Beta	0.0843408	9.0965859	10.5692732	11.2322827	11.9164956	12.6796445	13.334413	13.9197918	14.3357735	15.1888518	15.6862741	16.2697505	16.8894412	17.2607337	18.2472739	19.368698	20.1793575	21.3140223	22.4768206	24.8639617	39.2110819
T2D	INS:3.9|PECAM1:3.5	Beta	2.6114459	2.8854484	4.111223	5.1490333	6.0173367	6.4328359	7.017796	7.2365409	7.2781592	7.7728144	7.9728283	8.1634194	8.6234098	8.8631698	9.6069084	9.7321943	9.854711	10.2855875	10.558217	11.8128396	14.413103
T2D	INS:10.6|GCG:2.8	Beta	2.1308467	9.4485742	18.8471382	22.1741119	24.6279201	25.8138016	26.8812257	28.6252547	29.8999006	31.4533155	32.7152544	33.5359901	34.4261072	35.3457456	36.6559906	37.9223854	39.6332162	41.4993594	43.1649855	45.556629	49.9804313
T2D	INS:10.9|GCG:2.7	Beta	5.670025	10.4447886	12.1756266	14.2356676	14.5444944	15.060159	15.8097075	16.1869511	17.4083928	17.7429088	18.1388552	18.6935222	19.2652078	21.0706866	22.7817702	24.3740121	26.9674647	28.5169939	32.2061164	34.1826738	39.4534449
T2D	INS:6.7|KRT19:5.4	Beta	0.006996648	4.308484956	8.758643264	10.44105765	11.39270937	12.39540504	13.1086189	13.9194625	14.83908313	15.58991563	16.78901377	17.93743777	19.08809052	20.56385596	21.94248368	23.2962399	25.04931188	26.47286029	29.2742809	34.66029424	48.35148644
T2D	INS:13|GCG:4	Beta	0.476541376	9.249448066	10.28878102	11.01768071	11.6541814	12.26815196	12.55087043	12.98868577	13.37121509	13.78858974	14.13901109	14.44401084	14.8426534	15.21207194	15.79921142	16.28476378	17.0595052	17.83520443	18.88939354	21.06201746	30.06039037
T2D	INS:12|GCG:3.9	Beta	6.877125023	11.76806281	12.65014592	13.55584206	14.55844305	15.16621101	15.96851823	16.8338137	17.60473593	19.0356702	20.44341168	21.45257375	23.00159339	24.70274848	26.3800075	28.1753687	29.97878382	31.71104064	34.6565333	42.27994769	47.03025782
T2D	INS:6.9|COL1A1:5.7	Beta	0.020748737	1.912429782	5.733327473	6.446130212	6.874726982	7.386918715	7.637279463	8.14513282	8.581774802	8.989109433	9.175161942	9.666665599	10.16004314	10.61886767	11.16926419	11.47703693	12.05199875	13.26034949	14.77615108	17.50015061	39.4090944
T2D	INS:8.6|GCG:3	Beta	0.118581836	8.422801359	11.51081484	14.82302602	16.15063905	16.94673179	17.57034034	19.34048183	21.08980411	22.09523286	23.11918527	24.99578051	26.02895426	26.63234781	28.95915629	30.34184921	31.33916588	35.32126066	37.48020877	42.1765443	49.73930601
T2D	INS:10.9|GCG:3.9	Beta	7.865094006	8.027218126	10.25395533	12.76005672	15.14139713	17.55914479	19.1036904	19.45630381	20.36814621	21.00627579	22.40669011	23.7332059	24.53606901	25.37142757	26.21597906	26.69668844	27.76884494	28.04941498	28.26089462	31.10370519	34.46210796
T2D	INS:6.7|GCG:3.9	Beta	6.710266673	7.298137054	7.669071306	8.295079302	8.960708562	9.46135386	9.58734215	9.71921328	10.0679988	10.2364586	10.38828316	10.64979003	11.1732577	11.83723798	12.23705267	13.5207412	14.23690648	15.28274859	16.61050417	18.12877777	20.2429185
T2D	INS:6.8|KRT19:6.1	Beta	0.501411215	8.474845287	8.869158583	9.62069149	9.83176414	10.88919419	11.55185306	12.04509886	12.16320586	12.87446478	13.60084338	14.14948644	14.60337631	16.18550381	16.65381065	18.04990299	19.14676152	19.96973101	21.06850034	23.45420398	25.7097924
T2D	INS:12.3|GCG:4.2	Beta	0.54144415	4.418277682	8.026395527	8.5425795	8.6632828	9.046274233	9.509945545	11.58044151	12.48337219	13.42173709	14.50539815	15.56300298	16.44867797	17.28780999	17.59152752	19.02423451	21.2220397	24.91431057	27.93273536	30.57643739	37.13896093
T2D	INS:12.5|GCG:3.9	Beta	3.107568904	15.97673197	17.91356529	19.41098405	20.29503439	21.329365	22.06369867	22.83665375	23.6079345	24.37284618	24.84527758	25.29316827	25.76648378	26.38197933	26.85473945	27.46954816	28.47108307	29.59136141	30.68440613	32.02767279	40.4365341
T2D	INS:12.8|GCG:4	Beta	3.59268414	9.21978883	10.59827891	11.04487724	11.64598364	12.21334552	12.54383654	13.03312748	13.3924192	13.94646833	14.21854088	14.75492939	15.1961576	15.98634231	16.656877	17.44342313	18.90862792	19.93451235	22.16877747	24.03123035	28.86238522
T2D	INS:11.5|GCG:3.8	Beta	7.037851626	21.74037959	26.48039813	28.82498168	30.13973401	31.65872568	33.13822665	33.78512562	34.72741481	35.47159334	36.00654409	37.20174368	38.01394958	39.08349867	39.63479533	40.64836832	41.30757657	42.55398182	43.952578	46.53569295	49.68096144
T2D	INS:12.2|GCG:3.8	Beta	0.95634433	3.576368951	4.948961316	6.988753309	9.139086744	10.40900215	12.04082568	13.09059824	14.09076509	15.21789664	16.33166031	17.72124368	18.91761746	20.06181091	21.5530952	22.52921484	23.97536636	25.33794153	26.03231702	27.67316093	35.00507036
T2D	INS:7|PRSS1:6.3	Beta	0.212445868	3.114609463	4.331965751	4.95021473	5.857870363	6.562902462	7.080712427	7.507468376	8.083041014	8.697187301	9.866777392	10.70239875	11.57703636	12.43374466	13.30254366	14.59232812	15.68793115	19.79729395	22.03630358	26.47797206	35.5235852
T2D	INS:12.3|GCG:4	Beta	9.602397507	17.36901987	20.09657573	21.69070983	22.49218883	23.1607138	23.82361027	24.31849306	24.87021595	25.88184305	26.46855822	27.27302117	28.27565387	28.86536283	29.49489012	30.83358129	32.94524242	34.01881743	36.55605605	39.9509461	48.59703089
T2D	INS:12.5|GCG:1.5	Beta	1.17159207	8.38003767	9.40921156	9.9776982	10.41681413	10.90085814	11.2546709	11.66642293	12.11428673	12.38921116	12.74575217	13.06475912	13.40585436	13.8075285	14.41403624	14.89970445	15.63203438	16.62730304	17.7255807	20.11064124	30.72911923
T2D	INS:12.8|GCG:1.8	Beta	2.99458441	5.57308238	6.17239664	7.0935466	7.53856097	8.04960926	8.34683246	8.59356666	9.12377737	9.53371567	9.80539314	10.38419406	10.583294	10.9365923	11.50308669	12.00588651	12.73309775	13.34532895	14.31149511	15.11011122	18.5927089
T2D	INS:12.3|GCG:1.7	Beta	0.24778392	2.59654143	3.29263952	4.24475768	5.35925001	6.30029268	7.00195463	7.70369832	8.10855722	8.66652353	9.23398925	9.86330943	10.39291708	11.14928033	12.03198968	13.47351491	14.96035996	16.55738026	19.47003424	25.15400037	43.40142738
T2D	INS:12.9|GCG:1.6	Beta	0	8.45331383	9.69502117	10.35690433	11.14630759	11.78424771	12.01062536	12.465057	12.74809185	12.95682599	13.28826905	13.89345073	14.24684087	14.50548299	14.94991467	15.40657228	15.99299803	16.36726138	16.92778226	18.70093215	30.9184636
T2D	INS:11.7|GCG:2.6	Beta	1.38812246	14.47066514	19.30608571	20.44140283	20.78015026	21.5793623	22.50585367	23.41479035	24.18166261	24.87219727	25.74654347	26.34298381	26.94315007	27.70189702	28.82918879	30.31911032	33.31040582	37.5259719	40.58413706	42.75268038	49.10368228
T2D	INS:12.4|GCG:0.5	Beta	3.20656322	8.66588179	9.69553959	10.34325272	10.77420129	11.20543538	11.59235089	11.79249774	12.07795901	12.39865544	12.73206094	13.16304554	13.64430989	14.0773546	14.4373078	14.86748628	15.71535439	16.33881818	17.80618197	20.24322335	41.43023627
T2D	INS:11.8|GCG:1.2	Beta	0	2.14782079	3.29618626	5.00996493	5.58472622	6.14264402	6.67334543	7.4131796	8.00797172	8.85171758	9.78627552	10.4774604	11.3482084	12.53727915	13.39391291	14.36168384	15.83825982	20.59981229	28.318548	39.18949661	47.13684801
T2D	INS:12|GCG:1.9	Beta	0	13.11341725	14.12452236	15.77710205	17.88830742	19.52609003	21.41696478	22.22453923	23.94785038	24.75840359	25.26352935	26.09535559	26.74757837	27.61680681	28.45473226	29.12847452	29.98928292	31.70783611	33.37114767	35.97767756	40.39857332
T2D	INS:9.7|GCG:1.3	Beta	0.01950107	6.31994675	8.40084334	12.02961253	13.10401214	14.19466005	15.38353022	15.88588882	16.56839508	18.17155345	18.64112374	19.83351363	20.74683486	23.24766828	24.00690035	25.9335713	27.12589659	29.33652557	31.73511089	34.24270295	44.89302846
T2D	INS:12.8|GCG:0.5	Beta	0	8.85774648	10.1484823	10.89715232	11.37065539	11.86678262	12.27675002	12.43030859	12.817694	13.23757859	13.57054978	13.92625229	14.30488523	14.66127347	15.13224731	15.66095714	16.20334984	16.84449107	18.26961816	21.81001761	31.07523614
T2D	INS:12.8|GCG:0.6	Beta	4.24914015	5.82443573	6.63830038	7.60235914	8.05133115	8.55820683	9.0696434	9.59557715	9.91542195	10.59590973	10.84798862	11.24617065	11.51964367	12.10593668	12.46069322	13.081032	13.44227558	14.11204379	15.10298841	16.86679247	27.85244888
T2D	INS:12.7|GCG:2.1	Beta	0	2.157999848	3.247893646	4.209189019	4.767271752	5.349368616	5.726767694	6.084796698	6.38353776	6.681635724	6.903924247	7.204045454	7.446792054	7.692851873	8.084314707	8.536996713	8.912890837	9.802997053	10.81452956	13.64669517	31.97689451
T2D	INS:13.1|GCG:2	Beta	0.33711909	2.640798595	3.114109169	3.708077429	4.132561054	4.675413252	4.924697252	5.501525285	5.755818768	6.459090274	6.788385942	6.905371472	7.114925314	7.203253513	7.65687062	7.99387634	8.593186871	9.002401512	9.46076534	10.79733287	18.90930642
T2D	INS:12.3|SST:10.9	Beta	2.353866611	3.21821694	3.869961068	5.147718616	5.516285179	5.908583877	6.129644036	6.607596167	6.842637476	7.050201894	7.580834022	7.791102259	7.95372172	8.197498006	8.692439198	8.942407877	10.13979989	10.61888958	11.72178119	13.61661842	18.49239972
T2D	INS:4.3|GCG:3.6	Beta	0.222015086	0.91850503	1.027142201	1.343173509	1.790130593	1.912749854	2.135357902	2.197995469	2.278325118	2.379560349	2.474597849	2.760435144	2.967657416	3.241113534	3.497894542	3.59581428	3.709381069	4.032571989	4.344803098	6.218878911	14.78494048
T2D	INS:9.6|GCG:2.8	Beta	1.552085134	3.592861852	3.755027285	4.261218154	6.018120933	6.358433999	8.292150401	14.44825634	24.14949361	29.38120021	31.89524645	33.05855761	35.55522242	37.7809228	38.61032015	40.20688469	40.74688325	42.11965678	43.73518054	45.22880499	47.87796064
T2D	INS:3.8|GCG:3.4	Beta	2.349954825	2.632973285	3.018181914	3.434228705	4.676749183	5.003774007	5.232436571	5.246266058	5.262468185	5.399259294	5.533736986	5.576824353	5.671887596	5.77255072	6.348290619	6.941048962	7.312256891	7.63721413	8.917481867	9.912789404	10.69121826
T2D	INS:12.8|GCG:2	Beta	0	1.470596089	2.318210747	2.989254075	3.749598072	4.227765763	4.779938025	5.162232863	5.563788514	5.899037705	6.263582645	6.659502829	6.919529189	7.266933424	7.612328156	8.133827973	8.665067491	9.29564483	10.6953335	12.84566226	25.47332917
T2D	INS:12.1|GCG:4.2	Beta	0.21388248	7.95083919	9.52252256	10.18338795	10.71590801	11.32007813	11.73883889	12.04059293	12.55399644	12.75282847	13.23766408	13.66474871	14.01495987	14.57803321	15.22344281	15.78606089	16.66633	18.04939367	19.96772046	22.83159612	36.99893331
T2D	INS:12.2|GCG:4.2	Beta	1.07365902	9.06904943	11.24372305	11.93663533	12.11744665	12.52570032	12.80559971	13.22597195	13.33120552	13.6791325	13.89396033	14.16710231	14.54886007	14.75873636	15.62157436	16.56088837	17.00089456	18.20726915	19.02086298	22.96284277	35.42396853
T2D	INS:11.8|GCG:4	Beta	5.20361172	5.68929448	6.14655712	7.69576183	8.73992048	8.92688654	8.97808826	9.59185133	9.81636991	10.47766965	10.92155705	11.19679502	12.5891107	13.30668417	13.67658501	14.28870777	14.68935749	16.8202876	19.49884095	24.67792343	38.61380355
T2D	INS:5.5|GCG:4.2	Beta	4.39631443	5.19527128	5.81661215	6.03932407	6.25490664	6.56603691	6.64769937	6.76136943	7.09558872	7.51502814	7.87962594	7.88890196	8.05555023	8.23491501	8.58016282	8.78462697	8.94723481	9.34320413	9.89461751	11.32730118	42.83081687
T2D	INS:5.6|GCG:3.9	Beta	2.70648693	3.43117143	4.94657598	5.46478447	5.84491204	6.16746269	6.46580623	6.78058165	6.84813323	6.90883158	6.94787476	7.48980157	7.69062556	8.15280248	8.42569026	8.61974139	8.89081603	10.18114277	10.79462732	12.46212564	13.26883681
T2D	INS:6|GCG:4.4	Beta	3.53915106	4.60042902	6.92748746	7.06820281	7.38200842	9.03569618	9.51898014	9.74242205	9.82738613	10.02988149	10.29965574	10.53137984	10.61228139	11.02312734	11.1590427	11.57906033	12.35722932	12.61578974	17.41802838	17.46881267	25.8287828
T2D	INS:9.6|GCG:3.9	Beta	0.07810037	2.48307087	3.75770117	4.40114287	5.3358361	5.9508618	6.53522173	7.35268121	8.29478063	9.39988205	10.61447706	11.52754609	12.75011452	14.02044248	16.32440259	18.00518969	22.433727	29.89205042	36.25311878	41.27528351	49.6315292
T2D	INS:11.2|GCG:4.3	Beta	2.38850221	14.26423669	16.99574082	18.76468453	20.22954237	21.22555557	22.44163928	23.43594899	25.24858165	26.46030275	27.12200341	27.80258946	28.63862668	29.2246179	30.13201604	30.80904245	31.84855124	33.44198945	35.69226226	39.92551755	44.64330297
T2D	PPY:11.1|GCG:3.8	Gamma	1.21E+00	3.50E+00	3.74E+00	4.22E+00	4.31E+00	4.43E+00	4.73E+00	4.85E+00	4.94E+00	5.00E+00	5.28E+00	5.63E+00	5.91E+00	6.11E+00	6.27E+00	6.37E+00	6.65E+00	7.17E+00	7.67E+00	9.26E+00	1.25E+01
T2D	PPY:10.4|GCG:1.7	Gamma	0.69265793	3.81555856	4.70439967	5.13660489	5.5718956	5.89781211	6.11655075	6.30948612	6.52995347	6.75152839	6.97193258	7.31333229	7.62780025	8.01622428	8.38086549	8.7372701	9.41613971	10.10025029	11.41135579	12.87377896	25.76743565
T2D	PPY:10.8|INS:1.7	Gamma	0.59101985	2.706410978	3.205730501	3.461416181	3.849425034	4.158309223	4.378016184	4.759010057	4.934013807	5.284265072	5.548581132	5.757727277	6.069402053	6.352988583	6.558345035	7.016912148	7.39168539	7.919479851	9.608274059	11.2695929	23.72805393
T2D	PPY:10.6|INS:2.5	Gamma	0.54377233	1.060416876	4.096234206	4.255503859	4.43605527	4.80497394	4.967265979	5.021853207	5.31765955	5.704254287	6.180560378	6.40651274	6.620392984	7.098213617	7.231546157	7.608008653	8.164169493	8.607714257	8.934644967	9.952228279	11.98173247
T2D	PPY:10.9|INS:4.4	Gamma	1.834885102	3.461187161	3.887918518	3.968365308	4.134046527	4.26045422	4.459121095	4.623291173	4.84971317	4.888942794	5.002007065	5.162815478	5.25185256	5.587251746	5.679209713	5.938570939	6.498803867	6.895214973	7.888077624	8.946558836	12.05170159
T2D	PPY:9.7|GHRL:0.8	Gamma	2.34961385	3.65382112	4.15177448	4.33266588	4.97664313	5.2432997	5.48605163	5.67305057	5.94692805	6.0534999	6.11208837	6.18427247	6.74292793	7.0323673	7.07873621	7.27582206	7.66633751	8.24820491	8.79579666	9.84719974	14.46953673
T2D	PPY:10.2|GCG:1.5	Gamma	3.116409794	4.147925866	4.966967072	5.177720574	5.568471102	5.768260425	5.960706827	6.367443724	6.661683207	6.946756493	7.241537045	7.683478985	8.35922711	8.899826154	9.988834259	10.69702624	11.78447094	13.83712866	14.89674594	18.56189987	21.55548135
T2D	PPY:10.5|INS:3.7	Gamma	1.16673515	6.54336354	7.04078827	8.93423673	9.45766544	9.94002326	10.32947528	10.70667018	11.05561099	11.87055118	12.29591283	12.93612549	13.61096157	14.13505818	15.85344459	17.02799721	19.47896781	21.05862502	26.39111165	31.02798989	39.69594005
T2D	PPY:10.2|GCG:2.9	Gamma	1.854191391	9.045703408	10.37081158	12.1299004	12.81999167	13.15622545	13.38137512	13.85655775	14.26558092	14.70777237	15.07738773	15.3645163	15.89348143	16.12146454	16.59607372	16.84389416	17.73765997	18.54350979	20.08648312	22.64902447	44.82010212
T2D	PPY:9.9|INS:3.2	Gamma	4.720375	9.0914215	9.7428237	10.6717344	11.6977686	12.4393475	12.8493206	13.160878	13.6307594	13.7737758	14.3656896	14.5433829	15.1494025	15.5435649	15.8854386	16.5892443	16.885089	17.4060642	19.336003	23.401073	38.9566223
T2D	PPY:10.2|INS:3.4	Gamma	9.444242368	10.48940589	11.07928268	11.97921324	12.30961204	12.39653556	13.60331892	14.41603868	14.61444242	14.70427106	14.87260282	14.92597117	15.0137079	15.13857237	15.49987349	16.02269454	16.42128522	16.7312471	17.27014048	19.72134537	23.86603985
T2D	PPY:9.7|INS:6	Gamma	4.794943287	8.435820493	9.612566897	11.07650447	12.0119453	12.15770925	12.98451762	13.46268093	13.89822244	14.46025636	14.77263833	15.19712596	15.72888794	16.57845892	17.70202459	18.93570404	20.76683719	21.83483751	24.48226535	28.55791005	33.77721044
T2D	PPY:10.2|INS:5.1	Gamma	0.7418281	7.8489268	10.6526109	11.274544	12.5022604	13.138698	13.6411082	13.9101986	14.0068571	14.7632414	15.4171314	16.2444394	16.7342101	17.322456	18.6109213	19.9444659	21.0533493	22.5451253	24.6366327	28.941719	33.4164454
T2D	PPY:10.4|GCG:2.5	Gamma	2.88002736	6.9847929	8.66768699	9.6650555	11.04133154	11.46127797	11.98748644	12.62047918	13.1470813	13.4484951	13.96361856	14.79089031	15.25054604	15.90886939	16.62296545	18.0434832	18.65596507	19.25397481	20.84225271	25.94969278	38.69101524
T2D	PPY:9.8|GCG:2.1	Gamma	0.57771624	6.9181567	8.56912999	9.33539399	10.85350717	11.27127084	11.90646058	12.71380285	13.1739092	13.68234944	14.35155634	15.32760076	16.34886867	17.17917833	17.91347648	19.01722299	21.98222313	24.43966662	27.92328881	30.96993616	46.52055091
T2D	PPY:9.9|INS:3.1	Gamma	1.454948486	3.811632199	4.849480535	5.556432004	6.307940918	6.72844527	7.103992016	7.647090193	8.052204751	8.35176367	9.128986713	9.685376573	9.878895127	10.47581502	11.17472354	12.05040005	13.56352434	16.10130422	18.30868557	21.95758673	37.49481311
T2D	PPY:10.1|INS:5.8	Gamma	1.75088677	8.25674144	9.7347893	10.79624519	11.5683204	12.194735	12.80511357	13.62799393	14.10347737	14.41622452	14.76286365	15.20706422	15.58827802	16.22771182	16.7820542	17.54621513	18.24333176	19.89030387	24.8390142	28.98973057	45.82122386
